n-gram,count
"('distinct', 'prima')",2
"('prima', 'facie')",2
"('facie', 'duties')",2
"('duties', 'dancy')",2
"('general', 'duties')",2
"('duties', 'insufficient')",2
"('insufficient', 'capturing')",2
"('capturing', 'complexity')",2
"('complexity', 'real')",2
"('real', 'world')",2
"('world', 'moral')",2
"('moral', 'dilemmas')",2
"('proposes', 'particularism')",2
"('particularism', 'view')",2
"('view', 'emphasizing')",2
"('emphasizing', 'importance')",2
"('importance', 'context')",2
"('context', 'specific')",2
"('ethical', 'decision')",2
"('making', 'nuanced')",2
"('nuanced', 'truthful')",2
"('truthful', 'reflection')",2
"('reflection', 'moral')",2
"('moral', 'reality')",2
"('reality', 'dancy')",2
"('dancy', 'primary')",2
"('primary', 'criticism')",2
"('criticism', 'ross')",2
"('ross', 'deontology')",2
"('deontology', 'stems')",2
"('stems', 'inherent')",2
"('inherent', 'tension')",2
"('tension', 'universal')",2
"('universal', 'duties')",2
"('duties', 'practical')",2
"('practical', 'applications')",2
"('applications', 'ross')",2
"('ross', 'outlines')",2
"('international', 'politics')",2
"('blinding', 'lights')",2
"('likely', 'human')",2
"('wealthy', 'client')",2
"('personal', 'freedom')",2
"('public', 'health')",2
"('health', 'essay')",2
"('banning', 'smoking')",2
"('essay', 'explore')",2
"('jean', 'jacques')",2
"('jacques', 'rousseau')",2
"('role', 'state')",2
"('rousseau', 'argues')",2
"('natural', 'freedom')",2
"('essay', 'explores')",2
"('health', 'social')",2
"('social', 'care')",2
"('之imen', 'essay')",2
"('chinese', 'significance')",2
"('dialects', 'origin')",2
"('zanmen', 'linguistic')",2
"('feature', 'marks')",2
"('marks', 'distinct')",2
"('distinct', 'divide')",2
"('divide', 'northern')",2
"('enables', 'companies')",2
"('companies', 'raise')",2
"('raise', 'debt')",2
"('debt', 'finance')",2
"('finance', 'secured')",2
"('secured', 'fluctuating')",2
"('fluctuating', 'assets')",2
"('assets', 'trading')",2
"('trading', 'stock')",2
"('stock', 'recent')",2
"('recent', 'legal')",2
"('legal', 'developments')",2
"('developments', 'detriment')",2
"('detriment', 'floating')",2
"('charge', 'holders')",2
"('holders', 'enterprise')",2
"('enterprise', 'act')",2
"('act', 'ea')",2
"('ea', '2002')",2
"('2002', 'companies')",2
"('companies', 'act')",2
"('act', '2006')",2
"('2006', 'house')",2
"('house', 'lords')",2
"('sorry', 'bro')",1
"('bro', 'asked')",1
"('asked', 'cba')",1
"('cba', 'sorry')",1
"('sorry', 'work')",1
"('work', 'vibe')",1
"('vibe', 'said')",1
"('said', 'human')",1
"('human', 'change')",1
"('change', 'e')",1
"('e', 'work')",1
"('work', 'e')",1
"('e', 'comparing')",1
"('comparing', 'young')",1
"('young', 'old')",1
"('old', 'reference')",1
"('reference', 'technology')",1
"('technology', 'usage')",1
"('usage', 'groups')",1
"('groups', 'use')",1
"('use', 'technology')",1
"('technology', 'extensively')",1
"('extensively', 'order')",1
"('order', 'communicate')",1
"('communicate', 'true')",1
"('true', 'elderly')",1
"('elderly', 'grown')",1
"('grown', 'technology')",1
"('technology', 'young')",1
"('young', 'certain')",1
"('certain', 'contact')",1
"('contact', 'internet')",1
"('internet', 'young')",1
"('young', 'age')",1
"('age', 'e')",1
"('e', 'politics')",1
"('highlight', 'power')",1
"('hay', 'highlighting')",1
"('highlighting', 'importance')",1
"('importance', 'power')",1
"('power', 'politics')",1
"('highlight', 'general')",1
"('general', 'consensus')",1
"('consensus', 'power')",1
"('hay', 'remains')",1
"('remains', 'debate')",1
"('debate', 'concerning')",1
"('concerning', 'nature')",1
"('nature', 'e')",1
"('e', 'survey')",1
"('data', 'revealed')",1
"('eaters', 'survey')",1
"('habits', 'aim')",1
"('aim', 'questionnaire')",1
"('questionnaire', 'identify')",1
"('results', 'survey')",1
"('survey', 'showed')",1
"('data', 'collected')",1
"('collected', 'revealed')",1
"('eaters', 'unable')",1
"('unable', 'survey')",1
"('vegans', 'remaining')",1
"('remaining', '5')",1
"('data', 'suggests')",1
"('suggests', 'meat')",1
"('eaters', 'swap')",1
"('swap', 'poems')",1
"('gods', 'play')",1
"('play', 'significant')",1
"('role', 'shaping')",1
"('shaping', 'course')",1
"('course', 'events')",1
"('events', 'experiences')",1
"('experiences', 'mortals')",1
"('mortals', 'poems')",1
"('gods', 'playing')",1
"('playing', 'significant')",1
"('role', 'lives')",1
"('lives', 'events')",1
"('events', 'women')",1
"('women', 'victorian')",1
"('victorian', 'era')",1
"('era', 'severely')",1
"('severely', 'oppressed')",1
"('oppressed', 'social')",1
"('social', 'norms')",1
"('norms', 'rigid')",1
"('rigid', 'structures')",1
"('structures', 'solidified')",1
"('solidified', 'leaving')",1
"('leaving', 'women')",1
"('women', 'opportunities')",1
"('opportunities', 'domestic')",1
"('domestic', 'house')",1
"('house', 'wives')",1
"('wives', 'expected')",1
"('expected', 'obedient')",1
"('obedient', 'polite')",1
"('polite', 'kind')",1
"('kind', 'options')",1
"('options', 'greener')",1
"('greener', 'prevent')",1
"('prevent', 'climate')",1
"('climate', 'change')",1
"('change', 'option')",1
"('option', 'renewable')",1
"('energy', 'popular')",1
"('popular', 'wind')",1
"('wind', 'solar')",1
"('solar', 'hydroelectric')",1
"('hydroelectric', 'nuclear')",1
"('nuclear', 'hydroelectricity')",1
"('hydroelectricity', 'green')",1
"('green', 'produces')",1
"('produces', 'greenhouse')",1
"('greenhouse', 'gas')",1
"('gas', 'plants')",1
"('plants', 'produce')",1
"('pollution', 'result')",1
"('result', 'important')",1
"('improve', 'study')",1
"('study', 'skills')",1
"('learn', 'academic')",1
"('academic', 'english')",1
"('english', 'exams')",1
"('exams', 'need')",1
"('need', 'work')",1
"('work', 'reading')",1
"('comprehension', 'moment')",1
"('moment', 'find')",1
"('find', 'strugging')",1
"('strugging', 'understand')",1
"('articles', 'getting')",1
"('lost', 'started')",1
"('read', 'simpler')",1
"('simpler', 'texts')",1
"('texts', 'aim')",1
"('aim', 'complex')",1
"('ones', 'time')",1
"('time', 'example')",1
"('newspapers', 'magasines')",1
"('magasines', 'basically')",1
"('basically', 'think')",1
"('think', 'important')",1
"('important', 'work')",1
"('work', 'skills')",1
"('skills', 'comes')",1
"('comes', 'studying')",1
"('studying', 'english')",1
"('english', 'good')",1
"('good', 'grade')",1
"('grade', 'find')",1
"('find', 'actually')",1
"('actually', 'understanding')",1
"('understanding', 'reading')",1
"('reading', 'example')",1
"('example', 'academic')",1
"('articles', 'find')",1
"('find', 'hard')",1
"('hard', 'focus')",1
"('focus', 'said')",1
"('said', 'getting')",1
"('getting', 'lost')",1
"('lost', 'confused')",1
"('confused', 'trying')",1
"('trying', 'work')",1
"('work', 'starting')",1
"('starting', 'basic')",1
"('basic', 'reading')",1
"('reading', 'magazines')",1
"('magazines', 'news')",1
"('news', 'papers')",1
"('papers', 'important')",1
"('improve', 'studies')",1
"('studies', 'skills')",1
"('learn', 'english')",1
"('english', 'acedemic')",1
"('acedemic', 'sense')",1
"('sense', 'order')",1
"('order', 'exams')",1
"('exams', 'important')",1
"('important', 'skill')",1
"('skill', 'improve')",1
"('improve', 'reading')",1
"('comprehension', 'struggle')",1
"('struggle', 'understand')",1
"('articles', 'reading')",1
"('reading', 'getting')",1
"('lost', 'challenge')",1
"('challenge', 'started')",1
"('read', 'simple')",1
"('simple', 'texts')",1
"('texts', 'gradually')",1
"('gradually', 'complex')",1
"('ones', 'example')",1
"('newspapers', 'magazines')",1
"('magazines', 'term')",1
"('term', 'describes')",1
"('describes', 'psychological')",1
"('psychological', 'symptoms')",1
"('symptoms', 'exhibited')",1
"('exhibited', 'women')",1
"('women', 'suffered')",1
"('suffered', 'physical')",1
"('physical', 'emotional')",1
"('emotional', 'abuse')",1
"('abuse', 'partner')",1
"('partner', 'long')",1
"('long', 'period')",1
"('period', 'battered')",1
"('battered', 'woman')",1
"('woman', 'syndrome')",1
"('syndrome', 'refers')",1
"('refers', 'pattern')",1
"('pattern', 'behavioural')",1
"('behavioural', 'psychological')",1
"('psychological', 'characteristics')",1
"('characteristics', 'including')",1
"('including', 'isolation')",1
"('isolation', 'self')",1
"('self', 'blame')",1
"('blame', 'powerlessness')",1
"('powerlessness', 'exhibited')",1
"('exhibited', 'victims')",1
"('victims', 'domestic')",1
"('domestic', 'violence')",1
"('violence', 'symptoms')",1
"('symptoms', 'amplify')",1
"('amplify', 'abuse')",1
"('abuse', 'lead')",1
"('lead', 'state')",1
"('state', 'self')",1
"('self', 'defense')",1
"('defense', 'woman')",1
"('woman', 'feels')",1
"('feels', 'compelled')",1
"('compelled', 'use')",1
"('use', 'violence')",1
"('violence', 'protect')",1
"('protect', 'na')",1
"('na', 'hi')",1
"('marcelo', 'born')",1
"('born', 'raised')",1
"('raised', 'porto')",1
"('alegre', 'brazil')",1
"('brazil', 'currently')",1
"('currently', 'live')",1
"('love', 'born')",1
"('born', 'living')",1
"('living', 'wife')",1
"('wife', 'expecting')",1
"('expecting', 'second')",1
"('child', 'january')",1
"('january', 'exciting')",1
"('exciting', 'expecting')",1
"('expecting', 'baby')",1
"('baby', 'girl')",1
"('girl', 'hi')",1
"('marcelo', 'ziliotto')",1
"('ziliotto', 'born')",1
"('born', 'porto')",1
"('alegre', 'rio')",1
"('rio', 'grande')",1
"('grande', 'sun')",1
"('sun', 'brazil')",1
"('brazil', 'live')",1
"('love', 'live')",1
"('live', 'wife')",1
"('wife', 'child')",1
"('child', 'second')",1
"('child', 'born')",1
"('born', 'january')",1
"('january', 'know')",1
"('know', 'going')",1
"('going', 'girl')",1
"('girl', 'choose')",1
"('choose', 'development')",1
"('development', 'information')",1
"('information', 'communication')",1
"('communication', 'technology')",1
"('technology', 'ict')",1
"('ict', 'enabled')",1
"('enabled', 'delivery')",1
"('delivery', 'e')",1
"('learning', 'e')",1
"('learning', 'offers')",1
"('offers', 'students')",1
"('students', 'flexible')",1
"('flexible', 'learning')",1
"('learning', 'schedules')",1
"('schedules', 'reduced')",1
"('reduced', 'travel')",1
"('travel', 'time')",1
"('time', 'costs')",1
"('costs', 'access')",1
"('access', 'quality')",1
"('quality', 'learning')",1
"('learning', 'adopted')",1
"('adopted', 'universities')",1
"('universities', 'worldwide')",1
"('worldwide', 'references')",1
"('references', 'e')",1
"('learning', 'electronic')",1
"('electronic', 'learning')",1
"('learning', 'essay')",1
"('essay', 'looks')",1
"('looks', 'specifically')",1
"('specifically', 'e')",1
"('learning', 'learning')",1
"('learning', 'environment')",1
"('environment', 'relevance')",1
"('relevance', 'e')",1
"('learning', 'meeting')",1
"('meeting', 'today')",1
"('today', 'employment')",1
"('employment', 'skills')",1
"('skills', 'identification')",1
"('identification', 'skills')",1
"('skills', 'sought')",1
"('sought', 'employers')",1
"('employers', 'investigated')",1
"('investigated', 'forgetting')",1
"('forgetting', 'government')",1
"('government', 'policies')",1
"('policies', '2033')",1
"('2033', 'employee')",1
"('employee', 'large')",1
"('large', 'company')",1
"('company', 'office')",1
"('office', 'work')",1
"('work', 'possible')",1
"('possible', 'work')",1
"('work', 'days')",1
"('days', 'conducted')",1
"('conducted', 'home')",1
"('home', 'seen')",1
"('seen', 'covid')",1
"('covid', 'pandemic')",1
"('pandemic', 'lot')",1
"('lot', 'companies')",1
"('companies', 'moved')",1
"('moved', 'work')",1
"('work', 'online')",1
"('online', 'found')",1
"('found', 'better')",1
"('better', 'response')",1
"('response', 'employees')",1
"('employees', 'm')",1
"('m', 'wondering')",1
"('wondering', 'life')",1
"('life', '2033')",1
"('2033', 'clues')",1
"('clues', 'look')",1
"('look', 'like')",1
"('like', 'work')",1
"('work', 'big')",1
"('big', 'company')",1
"('company', 'probably')",1
"('probably', 'work')",1
"('work', 'home')",1
"('home', 'maybe')",1
"('maybe', 'days')",1
"('days', 'office')",1
"('office', 'max')",1
"('max', 'prepared')",1
"('prepared', 'schedule')",1
"('schedule', 'dealing')",1
"('dealing', 's')",1
"('s', 'power')",1
"('power', 'wind')",1
"('wind', 'power')",1
"('power', 'hydro')",1
"('hydro', 'power')",1
"('power', 'geothermal')",1
"('geothermal', 'energy')",1
"('energy', 'forms')",1
"('forms', 'renewable')",1
"('energy', 'essay')",1
"('essay', 'solar')",1
"('solar', 'power')",1
"('power', 'argued')",1
"('argued', 'ideal')",1
"('ideal', 'main')",1
"('main', 'source')",1
"('source', 'energy')",1
"('energy', 'clean')",1
"('clean', 'abundant')",1
"('abundant', 'cost')",1
"('cost', 'effective')",1
"('effective', 'produce')",1
"('pollution', 'like')",1
"('like', 'fossil')",1
"('fossil', 'fuels')",1
"('fuels', 'cause')",1
"('cause', 'damage')",1
"('damage', 'essay')",1
"('essay', 'outline')",1
"('outline', 'key')",1
"('key', 'events')",1
"('events', 'developments')",1
"('developments', 'led')",1
"('led', 'emergence')",1
"('emergence', 'evolution')",1
"('evolution', 'feminism')",1
"('feminism', 'japan')",1
"('japan', 'meiji')",1
"('meiji', 'period')",1
"('period', '1868')",1
"('1868', '1912')",1
"('1912', 'japan')",1
"('japan', 'underwent')",1
"('underwent', 'period')",1
"('period', 'rapid')",1
"('rapid', 'modernization')",1
"('modernization', 'driven')",1
"('driven', 'government')",1
"('government', 'desire')",1
"('desire', 'establish')",1
"('establish', 'modern')",1
"('modern', 'western')",1
"('western', 'style')",1
"('style', 'state')",1
"('state', 'process')",1
"('process', 'brought')",1
"('brought', 'significant')",1
"('significant', 'changes')",1
"('changes', 'roles')",1
"('roles', 'rated')",1
"('rated', '4')",1
"('4', 'bit')",1
"('bit', 'hesitant')",1
"('hesitant', 'join')",1
"('join', 'learning')",1
"('learning', 'english')",1
"('english', 'chance')",1
"('chance', 'improve')",1
"('improve', 'leadership')",1
"('leadership', 'skills')",1
"('skills', 'good')",1
"('good', 'pass')",1
"('pass', 'course')",1
"('course', 'turned')",1
"('turned', 'organised')",1
"('organised', 'mix')",1
"('mix', 'interactive')",1
"('interactive', 'exercises')",1
"('exercises', 'group')",1
"('group', 'discussions')",1
"('discussions', 'guest')",1
"('guest', 'lectures')",1
"('lectures', 'truly')",1
"('truly', 'inspiring')",1
"('inspiring', 'leaders')",1
"('leaders', 'enjoyed')",1
"('enjoyed', 'role')",1
"('role', 'playing')",1
"('playing', 'activities')",1
"('activities', 'gave')",1
"('gave', 'chance')",1
"('chance', 'practice')",1
"('practice', 'communication')",1
"('communication', 'skills')",1
"('skills', 'supportive')",1
"('supportive', 'low')",1
"('low', 'pressure')",1
"('pressure', 'setting')",1
"('setting', 'things')",1
"('things', 'found')",1
"('found', 'valuable')",1
"('valuable', 'diversity')",1
"('diversity', 'participants')",1
"('participants', 'came')",1
"('came', 'different')",1
"('different', 'backgrounds')",1
"('backgrounds', 'cultures')",1
"('cultures', 'expected')",1
"('expected', 'little')",1
"('little', 'bit')",1
"('bit', 'flowing')",1
"('flowing', 'maybe')",1
"('maybe', 'error')",1
"('error', 'eager')",1
"('eager', 'start')",1
"('start', 'business')",1
"('business', 'savings')",1
"('savings', 'exciting')",1
"('exciting', 'little')",1
"('little', 'frightening')",1
"('frightening', 'know')",1
"('know', 'passionate')",1
"('passionate', 'idea')",1
"('idea', 'concerned')",1
"('concerned', 'clear')",1
"('clear', 'plan')",1
"('plan', 'place')",1
"('place', 'tends')",1
"('tends', 'act')",1
"('act', 'impulse')",1
"('impulse', 'think')",1
"('think', 'things')",1
"('things', 'tried')",1
"('tried', 'talking')",1
"('talking', 'worries')",1
"('worries', 'explained')",1
"('explained', 'starting')",1
"('starting', 'business')",1
"('business', 'money')",1
"('money', 'tough')",1
"('tough', 'end')",1
"('end', 'debt')",1
"('debt', 'pointed')",1
"('pointed', 'important')",1
"('important', 'savings')",1
"('savings', 'buffer')",1
"('buffer', 'handle')",1
"('handle', 'unexpected')",1
"('unexpected', 'financial')",1
"('financial', 'challenges')",1
"('challenges', 'months')",1
"('decided', 'leap')",1
"('leap', 'booked')",1
"('zone', 'heart')",1
"('heart', 'mouth')",1
"('mouth', 'staff')",1
"('friendly', 'reassuring')",1
"('reassuring', 'walked')",1
"('walked', 'entire')",1
"('entire', 'process')",1
"('process', 'explaining')",1
"('explaining', 'detail')",1
"('detail', 'came')",1
"('came', 'months')",1
"('decided', 'plunge')",1
"('plunge', 'booked')",1
"('zone', 'nerves')",1
"('nerves', 'roof')",1
"('roof', 'staff')",1
"('friendly', 'ease')",1
"('ease', 'taking')",1
"('taking', 'time')",1
"('time', 'explain')",1
"('explain', 'step')",1
"('step', 'step')",1
"('step', 'came')",1
"('came', 'hi')",1
"('hi', 'steve')",1
"('steve', 'read')",1
"('read', 'insurance')",1
"('insurance', 'policy')",1
"('policy', 'know')",1
"('know', 'responsibilities')",1
"('responsibilities', 'tandem')",1
"('tandem', 'jump')",1
"('jump', 'volunteer')",1
"('volunteer', 'sign')",1
"('sign', 'waiver')",1
"('waiver', 'send')",1
"('send', 'soon')",1
"('soon', 'possible')",1
"('possible', 'start')",1
"('start', 'instructions')",1
"('instructions', 'use')",1
"('use', 'equipment')",1
"('equipment', 'doubts')",1
"('doubts', 'trained')",1
"('trained', 'dominant')",1
"('dominant', 'male')",1
"('male', 'characters')",1
"('novel', 'esteban')",1
"('trueba', 'considered')",1
"('considered', 'main')",1
"('characters', 'house')",1
"('materialistic', 'devoting')",1
"('devoting', 'life')",1
"('determined', 'despite')",1
"('despite', 'widespread')",1
"('africans', 'remained')",1
"('remained', 'different')",1
"('different', 'granted')",1
"('granted', 'freedom')",1
"('freedom', 'begs')",1
"('begs', 'question')",1
"('question', 'christianity')",1
"('fail', 'significant')",1
"('significant', 'impact')",1
"('impact', 'lives')",1
"('century', 'despite')",1
"('despite', 'emphasis')",1
"('emphasis', 'equality')",1
"('compassion', 'key')",1
"('key', 'factor')",1
"('factor', 'inherent')",1
"('contradiction', 'despite')",1
"('despite', 'christianity')",1
"('christianity', 'widespread')",1
"('africans', 'worlds')",1
"('worlds', 'apart')",1
"('apart', 'free')",1
"('free', 'raises')",1
"('raises', 'important')",1
"('important', 'question')",1
"('question', 'despite')",1
"('despite', 'focus')",1
"('focus', 'equality')",1
"('compassion', 'christianity')",1
"('fail', 'bring')",1
"('bring', 'significant')",1
"('significant', 'change')",1
"('change', 'lives')",1
"('century', 'key')",1
"('key', 'reason')",1
"('reason', 'inherent')",1
"('contradiction', 'esteban')",1
"('trueba', 'main')",1
"('novel', 'house')",1
"('materialistic', 'devotes')",1
"('devotes', 'life')",1
"('determined', 'working')",1
"('months', 'demonstrating')",1
"('demonstrating', 'innovative')",1
"('arrived', 'sunny')",1
"('stay', 'pleasant')",1
"('pleasant', 'possible')",1
"('comfortable', 'accommodations')",1
"('months', 'presenting')",1
"('presenting', 'innovative')",1
"('time', 'finally')",1
"('finally', 'come')",1
"('magic', 'person')",1
"('person', 'team')",1
"('stay', 'comfortable')",1
"('comfortable', 'possible')",1
"('itineraries', 'cosy')",1
"('cosy', 'accommodations')",1
"('months', 'showcasing')",1
"('showcasing', 'innovative')",1
"('stay', 'enjoyable')",1
"('enjoyable', 'possible')",1
"('comfortable', 'accommodation')",1
"('accommodation', 'parentheses')",1
"('parentheses', 'thought')",1
"('appreciated', 'thought')",1
"('appreciated', 'personal')",1
"('personal', 'interesting')",1
"('interesting', 'non')",1
"('non', 'generic')",1
"('generic', 'practice')",1
"('practice', 'gift')",1
"('gift', 'giving')",1
"('giving', 'transcends')",1
"('transcends', 'material')",1
"('material', 'value')",1
"('value', 'complex')",1
"('complex', 'social')",1
"('social', 'phenomenon')",1
"('phenomenon', 'reveals')",1
"('reveals', 'broader')",1
"('broader', 'social')",1
"('social', 'organization')",1
"('organization', 'participating')",1
"('participating', 'cultures')",1
"('cultures', 'analysing')",1
"('analysing', 'attitudes')",1
"('attitudes', 'gifts')",1
"('gifts', 'exchanges')",1
"('exchanges', 'exposes')",1
"('exposes', 'underlying')",1
"('underlying', 'power')",1
"('power', 'dynamics')",1
"('dynamics', 'social')",1
"('social', 'hierarchies')",1
"('hierarchies', 'obligations')",1
"('obligations', 'notions')",1
"('notions', 'reciprocity')",1
"('reciprocity', 'striking')",1
"('striking', 'example')",1
"('example', 'practice')",1
"('practice', 'presentism')",1
"('presentism', 'found')",1
"('found', 'generic')",1
"('generic', 'personal')",1
"('personal', 'friends')",1
"('friends', 'decided')",1
"('decided', 'hike')",1
"('hike', 'scenic')",1
"('scenic', 'viewpoint')",1
"('viewpoint', 'weather')",1
"('weather', 'turned')",1
"('turned', 'quickly')",1
"('quickly', 'sun')",1
"('sun', 'disappeared')",1
"('disappeared', 'wind')",1
"('wind', 'got')",1
"('got', 'stronger')",1
"('stronger', 'started')",1
"('started', 'rain')",1
"('rain', 'heavily')",1
"('heavily', 'soon')",1
"('soon', 'path')",1
"('path', 'slippery')",1
"('slippery', 'climbed')",1
"('climbed', 'visibility')",1
"('visibility', 'decreased')",1
"('decreased', 'lost')",1
"('lost', 'way')",1
"('way', 'want')",1
"('want', 'sounds')",1
"('sounds', 'human')",1
"('human', 'nah')",1
"('nah', 'eh')",1
"('eh', 'hm')",1
"('hm', 'nt')",1
"('nt', 'know')",1
"('know', 'oone')",1
"('oone', 'choose')",1
"('choose', 'health')",1
"('health', 'inequalities')",1
"('inequalities', 'systematic')",1
"('systematic', 'differences')",1
"('differences', 'health')",1
"('health', 'illness')",1
"('illness', 'exist')",1
"('exist', 'individuals')",1
"('individuals', 'population')",1
"('population', 'uk')",1
"('uk', 'addressed')",1
"('addressed', 'publication')",1
"('publication', 'black')",1
"('black', 'report')",1
"('report', '1980')",1
"('1980', 'recommendations')",1
"('recommendations', 'largely')",1
"('largely', 'ignored')",1
"('ignored', 'successive')",1
"('successive', 'conservative')",1
"('conservative', 'governments')",1
"('governments', 'following')",1
"('following', 'election')",1
"('election', 'win')",1
"('win', '1997')",1
"('1997', 'new')",1
"('new', 'labour')",1
"('labour', 'government')",1
"('government', 'nt')",1
"('nt', 'assed')",1
"('assed', 'd.')",1
"('particularism', 'presents')",1
"('presents', 'plausible')",1
"('dancy', 'contends')",1
"('contends', 'general')",1
"('dilemmas', 'ross')",1
"('ross', 'proposes')",1
"('specific', 'situations')",1
"('situations', 'ethical')",1
"('outlines', 'd.')",1
"('particularism', 'present')",1
"('present', 'plausible')",1
"('dancy', 'maintains')",1
"('maintains', 'general')",1
"('dilemmas', 'dancy')",1
"('dancy', 'proposes')",1
"('specific', 'conditions')",1
"('conditions', 'ethical')",1
"('outlines', 'know')",1
"('know', 'narrower')",1
"('narrower', 'vocabulary')",1
"('vocabulary', 'na')",1
"('na', 'na')",1
"('na', 'state')",1
