n-gram,count
"('arrived', 'bright', 'sunny')",2
"('bright', 'sunny', 'monday')",2
"('thought', 'fantastic', 'job')",2
"('fantastic', 'job', 'visuals')",2
"('job', 'visuals', 'slides')",2
"('visuals', 'slides', 'clear')",2
"('slides', 'clear', 'engaging')",2
"('clear', 'engaging', 'helped')",2
"('engaging', 'helped', 'illustrate')",2
"('helped', 'illustrate', 'points')",2
"('illustrate', 'points', 'area')",2
"('points', 'area', 'think')",2
"('area', 'think', 'improve')",2
"('think', 'improve', 'delivery')",2
"('improve', 'delivery', 'certain')",2
"('delivery', 'certain', 'parts')",2
"('certain', 'parts', 'felt')",2
"('parts', 'felt', 'little')",2
"('felt', 'little', 'nervous')",2
"('little', 'nervous', 'slightly')",2
"('nervous', 'slightly', 'hard')",2
"('slightly', 'hard', 'follow')",2
"('hard', 'follow', 'train')",2
"('follow', 'train', 'thought')",2
"('train', 'thought', 'maybe')",2
"('thought', 'maybe', 'practicing')",2
"('maybe', 'practicing', 'mirror')",2
"('practicing', 'mirror', 'smaller')",2
"('mirror', 'smaller', 'group')",2
"('smaller', 'group', 'help')",2
"('group', 'help', 'boost')",2
"('help', 'boost', 'confidence')",2
"('boost', 'confidence', 'overall')",2
"('confidence', 'overall', 'great')",2
"('overall', 'great', 'presentation')",2
"('great', 'presentation', 'appreciated')",2
"('d.', 'ross', 'deontological')",2
"('ross', 'deontological', 'ethics')",2
"('deontological', 'ethics', 'argue')",2
"('ethics', 'argue', 'particularism')",2
"('plausible', 'alternative', 'ross')",2
"('alternative', 'ross', 'advocates')",2
"('ross', 'advocates', 'universal')",2
"('advocates', 'universal', 'moral')",2
"('universal', 'moral', 'framework')",2
"('moral', 'framework', 'encompassing')",2
"('framework', 'encompassing', 'distinct')",2
"('encompassing', 'distinct', 'prima')",2
"('distinct', 'prima', 'facie')",2
"('prima', 'facie', 'duties')",2
"('facie', 'duties', 'dancy')",2
"('general', 'duties', 'insufficient')",2
"('duties', 'insufficient', 'capturing')",2
"('insufficient', 'capturing', 'complexity')",2
"('capturing', 'complexity', 'real')",2
"('complexity', 'real', 'world')",2
"('real', 'world', 'moral')",2
"('world', 'moral', 'dilemmas')",2
"('proposes', 'particularism', 'view')",2
"('particularism', 'view', 'emphasizing')",2
"('view', 'emphasizing', 'importance')",2
"('emphasizing', 'importance', 'context')",2
"('importance', 'context', 'specific')",2
"('ethical', 'decision', 'making')",2
"('decision', 'making', 'nuanced')",2
"('making', 'nuanced', 'truthful')",2
"('nuanced', 'truthful', 'reflection')",2
"('truthful', 'reflection', 'moral')",2
"('reflection', 'moral', 'reality')",2
"('moral', 'reality', 'dancy')",2
"('reality', 'dancy', 'primary')",2
"('dancy', 'primary', 'criticism')",2
"('primary', 'criticism', 'ross')",2
"('criticism', 'ross', 'deontology')",2
"('ross', 'deontology', 'stems')",2
"('deontology', 'stems', 'inherent')",2
"('stems', 'inherent', 'tension')",2
"('inherent', 'tension', 'universal')",2
"('tension', 'universal', 'duties')",2
"('universal', 'duties', 'practical')",2
"('duties', 'practical', 'applications')",2
"('practical', 'applications', 'ross')",2
"('applications', 'ross', 'outlines')",2
"('smoking', 'public', 'places')",2
"('public', 'health', 'essay')",2
"('banning', 'smoking', 'public')",2
"('jean', 'jacques', 'rousseau')",2
"('jacques', 'rousseau', 'social')",2
"('health', 'social', 'care')",2
"('zanmen', '之imen', 'essay')",2
"('northern', 'chinese', 'significance')",2
"('chinese', 'significance', 'subsequent')",2
"('chinese', 'dialects', 'origin')",2
"('dialects', 'origin', 'significance')",2
"('chinese', 'zanmen', 'linguistic')",2
"('zanmen', 'linguistic', 'feature')",2
"('linguistic', 'feature', 'marks')",2
"('feature', 'marks', 'distinct')",2
"('marks', 'distinct', 'divide')",2
"('distinct', 'divide', 'northern')",2
"('divide', 'northern', 'southern')",2
"('enables', 'companies', 'raise')",2
"('companies', 'raise', 'debt')",2
"('raise', 'debt', 'finance')",2
"('debt', 'finance', 'secured')",2
"('finance', 'secured', 'fluctuating')",2
"('secured', 'fluctuating', 'assets')",2
"('fluctuating', 'assets', 'trading')",2
"('assets', 'trading', 'stock')",2
"('trading', 'stock', 'recent')",2
"('stock', 'recent', 'legal')",2
"('recent', 'legal', 'developments')",2
"('legal', 'developments', 'detriment')",2
"('developments', 'detriment', 'floating')",2
"('detriment', 'floating', 'charge')",2
"('floating', 'charge', 'holders')",2
"('charge', 'holders', 'enterprise')",2
"('holders', 'enterprise', 'act')",2
"('enterprise', 'act', 'ea')",2
"('act', 'ea', '2002')",2
"('ea', '2002', 'companies')",2
"('2002', 'companies', 'act')",2
"('companies', 'act', '2006')",2
"('act', '2006', 'house')",2
"('2006', 'house', 'lords')",2
"('sorry', 'bro', 'asked')",1
"('bro', 'asked', 'cba')",1
"('asked', 'cba', 'sorry')",1
"('cba', 'sorry', 'work')",1
"('sorry', 'work', 'vibe')",1
"('work', 'vibe', 'said')",1
"('vibe', 'said', 'human')",1
"('said', 'human', 'change')",1
"('human', 'change', 'e')",1
"('change', 'e', 'work')",1
"('e', 'work', 'e')",1
"('work', 'e', 'comparing')",1
"('e', 'comparing', 'young')",1
"('comparing', 'young', 'old')",1
"('young', 'old', 'reference')",1
"('old', 'reference', 'technology')",1
"('reference', 'technology', 'usage')",1
"('technology', 'usage', 'groups')",1
"('usage', 'groups', 'use')",1
"('groups', 'use', 'technology')",1
"('use', 'technology', 'extensively')",1
"('technology', 'extensively', 'order')",1
"('extensively', 'order', 'communicate')",1
"('order', 'communicate', 'true')",1
"('communicate', 'true', 'elderly')",1
"('true', 'elderly', 'grown')",1
"('elderly', 'grown', 'technology')",1
"('grown', 'technology', 'young')",1
"('technology', 'young', 'certain')",1
"('young', 'certain', 'contact')",1
"('certain', 'contact', 'internet')",1
"('contact', 'internet', 'young')",1
"('internet', 'young', 'age')",1
"('young', 'age', 'e')",1
"('age', 'e', 'politics')",1
"('e', 'politics', 'uneven')",1
"('marsh', 'highlight', 'power')",1
"('highlight', 'power', 'central')",1
"('writes', 'hay', 'highlighting')",1
"('hay', 'highlighting', 'importance')",1
"('highlighting', 'importance', 'power')",1
"('importance', 'power', 'politics')",1
"('power', 'politics', 'uneven')",1
"('marsh', 'highlight', 'general')",1
"('highlight', 'general', 'consensus')",1
"('general', 'consensus', 'power')",1
"('consensus', 'power', 'central')",1
"('writes', 'hay', 'remains')",1
"('hay', 'remains', 'debate')",1
"('remains', 'debate', 'concerning')",1
"('debate', 'concerning', 'nature')",1
"('concerning', 'nature', 'e')",1
"('nature', 'e', 'survey')",1
"('e', 'survey', 'asked')",1
"('preferences', 'data', 'revealed')",1
"('data', 'revealed', 'meat')",1
"('meat', 'eaters', 'survey')",1
"('eaters', 'survey', 'asked')",1
"('eating', 'habits', 'aim')",1
"('habits', 'aim', 'questionnaire')",1
"('aim', 'questionnaire', 'identify')",1
"('questionnaire', 'identify', 'impact')",1
"('health', 'results', 'survey')",1
"('results', 'survey', 'showed')",1
"('survey', 'showed', '75')",1
"('preferences', 'data', 'collected')",1
"('data', 'collected', 'revealed')",1
"('collected', 'revealed', 'meat')",1
"('meat', 'eaters', 'unable')",1
"('eaters', 'unable', 'survey')",1
"('unable', 'survey', 'asked')",1
"('considered', 'vegans', 'remaining')",1
"('vegans', 'remaining', '5')",1
"('remaining', '5', 'dietary')",1
"('preferences', 'data', 'suggests')",1
"('data', 'suggests', 'meat')",1
"('suggests', 'meat', 'eaters')",1
"('meat', 'eaters', 'swap')",1
"('eaters', 'swap', 'poems')",1
"('swap', 'poems', 'filled')",1
"('stories', 'gods', 'play')",1
"('gods', 'play', 'significant')",1
"('play', 'significant', 'role')",1
"('significant', 'role', 'shaping')",1
"('role', 'shaping', 'course')",1
"('shaping', 'course', 'events')",1
"('course', 'events', 'experiences')",1
"('events', 'experiences', 'mortals')",1
"('experiences', 'mortals', 'poems')",1
"('mortals', 'poems', 'filled')",1
"('stories', 'gods', 'playing')",1
"('gods', 'playing', 'significant')",1
"('playing', 'significant', 'role')",1
"('significant', 'role', 'lives')",1
"('role', 'lives', 'events')",1
"('lives', 'events', 'women')",1
"('events', 'women', 'victorian')",1
"('women', 'victorian', 'era')",1
"('victorian', 'era', 'severely')",1
"('era', 'severely', 'oppressed')",1
"('severely', 'oppressed', 'social')",1
"('oppressed', 'social', 'norms')",1
"('social', 'norms', 'rigid')",1
"('norms', 'rigid', 'structures')",1
"('rigid', 'structures', 'solidified')",1
"('structures', 'solidified', 'leaving')",1
"('solidified', 'leaving', 'women')",1
"('leaving', 'women', 'opportunities')",1
"('women', 'opportunities', 'domestic')",1
"('opportunities', 'domestic', 'house')",1
"('domestic', 'house', 'wives')",1
"('house', 'wives', 'expected')",1
"('wives', 'expected', 'obedient')",1
"('expected', 'obedient', 'polite')",1
"('obedient', 'polite', 'kind')",1
"('polite', 'kind', 'options')",1
"('kind', 'options', 'greener')",1
"('options', 'greener', 'prevent')",1
"('greener', 'prevent', 'climate')",1
"('prevent', 'climate', 'change')",1
"('climate', 'change', 'option')",1
"('change', 'option', 'renewable')",1
"('option', 'renewable', 'energy')",1
"('renewable', 'energy', 'popular')",1
"('energy', 'popular', 'wind')",1
"('popular', 'wind', 'solar')",1
"('wind', 'solar', 'hydroelectric')",1
"('solar', 'hydroelectric', 'nuclear')",1
"('hydroelectric', 'nuclear', 'hydroelectricity')",1
"('nuclear', 'hydroelectricity', 'green')",1
"('hydroelectricity', 'green', 'produces')",1
"('green', 'produces', 'greenhouse')",1
"('produces', 'greenhouse', 'gas')",1
"('greenhouse', 'gas', 'plants')",1
"('gas', 'plants', 'produce')",1
"('plants', 'produce', 'pollution')",1
"('produce', 'pollution', 'result')",1
"('pollution', 'result', 'important')",1
"('result', 'important', 'improve')",1
"('important', 'improve', 'study')",1
"('improve', 'study', 'skills')",1
"('study', 'skills', 'learn')",1
"('skills', 'learn', 'academic')",1
"('learn', 'academic', 'english')",1
"('academic', 'english', 'exams')",1
"('english', 'exams', 'need')",1
"('exams', 'need', 'work')",1
"('need', 'work', 'reading')",1
"('work', 'reading', 'comprehension')",1
"('reading', 'comprehension', 'moment')",1
"('comprehension', 'moment', 'find')",1
"('moment', 'find', 'strugging')",1
"('find', 'strugging', 'understand')",1
"('strugging', 'understand', 'academic')",1
"('academic', 'articles', 'getting')",1
"('articles', 'getting', 'confused')",1
"('confused', 'lost', 'started')",1
"('lost', 'started', 'read')",1
"('started', 'read', 'simpler')",1
"('read', 'simpler', 'texts')",1
"('simpler', 'texts', 'aim')",1
"('texts', 'aim', 'complex')",1
"('aim', 'complex', 'ones')",1
"('complex', 'ones', 'time')",1
"('ones', 'time', 'example')",1
"('time', 'example', 'try')",1
"('read', 'newspapers', 'magasines')",1
"('newspapers', 'magasines', 'basically')",1
"('magasines', 'basically', 'think')",1
"('basically', 'think', 'important')",1
"('think', 'important', 'work')",1
"('important', 'work', 'skills')",1
"('work', 'skills', 'comes')",1
"('skills', 'comes', 'studying')",1
"('comes', 'studying', 'english')",1
"('studying', 'english', 'good')",1
"('english', 'good', 'grade')",1
"('good', 'grade', 'find')",1
"('grade', 'find', 'actually')",1
"('find', 'actually', 'understanding')",1
"('actually', 'understanding', 'reading')",1
"('understanding', 'reading', 'example')",1
"('reading', 'example', 'academic')",1
"('example', 'academic', 'articles')",1
"('academic', 'articles', 'find')",1
"('articles', 'find', 'hard')",1
"('find', 'hard', 'focus')",1
"('hard', 'focus', 'said')",1
"('focus', 'said', 'getting')",1
"('said', 'getting', 'lost')",1
"('getting', 'lost', 'confused')",1
"('lost', 'confused', 'trying')",1
"('confused', 'trying', 'work')",1
"('trying', 'work', 'starting')",1
"('work', 'starting', 'basic')",1
"('starting', 'basic', 'reading')",1
"('basic', 'reading', 'magazines')",1
"('reading', 'magazines', 'news')",1
"('magazines', 'news', 'papers')",1
"('news', 'papers', 'important')",1
"('papers', 'important', 'improve')",1
"('important', 'improve', 'studies')",1
"('improve', 'studies', 'skills')",1
"('studies', 'skills', 'learn')",1
"('skills', 'learn', 'english')",1
"('learn', 'english', 'acedemic')",1
"('english', 'acedemic', 'sense')",1
"('acedemic', 'sense', 'order')",1
"('sense', 'order', 'exams')",1
"('order', 'exams', 'important')",1
"('exams', 'important', 'skill')",1
"('important', 'skill', 'improve')",1
"('skill', 'improve', 'reading')",1
"('improve', 'reading', 'comprehension')",1
"('reading', 'comprehension', 'struggle')",1
"('comprehension', 'struggle', 'understand')",1
"('struggle', 'understand', 'academic')",1
"('academic', 'articles', 'reading')",1
"('articles', 'reading', 'getting')",1
"('reading', 'getting', 'confused')",1
"('confused', 'lost', 'challenge')",1
"('lost', 'challenge', 'started')",1
"('challenge', 'started', 'read')",1
"('started', 'read', 'simple')",1
"('read', 'simple', 'texts')",1
"('simple', 'texts', 'gradually')",1
"('texts', 'gradually', 'complex')",1
"('gradually', 'complex', 'ones')",1
"('complex', 'ones', 'example')",1
"('ones', 'example', 'try')",1
"('read', 'newspapers', 'magazines')",1
"('newspapers', 'magazines', 'term')",1
"('magazines', 'term', 'describes')",1
"('term', 'describes', 'psychological')",1
"('describes', 'psychological', 'symptoms')",1
"('psychological', 'symptoms', 'exhibited')",1
"('symptoms', 'exhibited', 'women')",1
"('exhibited', 'women', 'suffered')",1
"('women', 'suffered', 'physical')",1
"('suffered', 'physical', 'emotional')",1
"('physical', 'emotional', 'abuse')",1
"('emotional', 'abuse', 'partner')",1
"('abuse', 'partner', 'long')",1
"('partner', 'long', 'period')",1
"('long', 'period', 'battered')",1
"('period', 'battered', 'woman')",1
"('battered', 'woman', 'syndrome')",1
"('woman', 'syndrome', 'refers')",1
"('syndrome', 'refers', 'pattern')",1
"('refers', 'pattern', 'behavioural')",1
"('pattern', 'behavioural', 'psychological')",1
"('behavioural', 'psychological', 'characteristics')",1
"('psychological', 'characteristics', 'including')",1
"('characteristics', 'including', 'isolation')",1
"('including', 'isolation', 'self')",1
"('isolation', 'self', 'blame')",1
"('self', 'blame', 'powerlessness')",1
"('blame', 'powerlessness', 'exhibited')",1
"('powerlessness', 'exhibited', 'victims')",1
"('exhibited', 'victims', 'domestic')",1
"('victims', 'domestic', 'violence')",1
"('domestic', 'violence', 'symptoms')",1
"('violence', 'symptoms', 'amplify')",1
"('symptoms', 'amplify', 'abuse')",1
"('amplify', 'abuse', 'lead')",1
"('abuse', 'lead', 'state')",1
"('lead', 'state', 'self')",1
"('state', 'self', 'defense')",1
"('self', 'defense', 'woman')",1
"('defense', 'woman', 'feels')",1
"('woman', 'feels', 'compelled')",1
"('feels', 'compelled', 'use')",1
"('compelled', 'use', 'violence')",1
"('use', 'violence', 'protect')",1
"('violence', 'protect', 'na')",1
"('protect', 'na', 'hi')",1
"('na', 'hi', 'marcelo')",1
"('hi', 'marcelo', 'born')",1
"('marcelo', 'born', 'raised')",1
"('born', 'raised', 'porto')",1
"('raised', 'porto', 'alegre')",1
"('porto', 'alegre', 'brazil')",1
"('alegre', 'brazil', 'currently')",1
"('brazil', 'currently', 'live')",1
"('currently', 'live', 'love')",1
"('live', 'love', 'born')",1
"('love', 'born', 'living')",1
"('born', 'living', 'wife')",1
"('living', 'wife', 'expecting')",1
"('wife', 'expecting', 'second')",1
"('expecting', 'second', 'child')",1
"('second', 'child', 'january')",1
"('child', 'january', 'exciting')",1
"('january', 'exciting', 'expecting')",1
"('exciting', 'expecting', 'baby')",1
"('expecting', 'baby', 'girl')",1
"('baby', 'girl', 'hi')",1
"('girl', 'hi', 'marcelo')",1
"('hi', 'marcelo', 'ziliotto')",1
"('marcelo', 'ziliotto', 'born')",1
"('ziliotto', 'born', 'porto')",1
"('born', 'porto', 'alegre')",1
"('porto', 'alegre', 'rio')",1
"('alegre', 'rio', 'grande')",1
"('rio', 'grande', 'sun')",1
"('grande', 'sun', 'brazil')",1
"('sun', 'brazil', 'live')",1
"('brazil', 'live', 'love')",1
"('live', 'love', 'live')",1
"('love', 'live', 'wife')",1
"('live', 'wife', 'child')",1
"('wife', 'child', 'second')",1
"('child', 'second', 'child')",1
"('second', 'child', 'born')",1
"('child', 'born', 'january')",1
"('born', 'january', 'know')",1
"('january', 'know', 'going')",1
"('know', 'going', 'girl')",1
"('going', 'girl', 'choose')",1
"('girl', 'choose', 'development')",1
"('choose', 'development', 'information')",1
"('development', 'information', 'communication')",1
"('information', 'communication', 'technology')",1
"('communication', 'technology', 'ict')",1
"('technology', 'ict', 'enabled')",1
"('ict', 'enabled', 'delivery')",1
"('enabled', 'delivery', 'e')",1
"('delivery', 'e', 'learning')",1
"('e', 'learning', 'e')",1
"('learning', 'e', 'learning')",1
"('e', 'learning', 'offers')",1
"('learning', 'offers', 'students')",1
"('offers', 'students', 'flexible')",1
"('students', 'flexible', 'learning')",1
"('flexible', 'learning', 'schedules')",1
"('learning', 'schedules', 'reduced')",1
"('schedules', 'reduced', 'travel')",1
"('reduced', 'travel', 'time')",1
"('travel', 'time', 'costs')",1
"('time', 'costs', 'access')",1
"('costs', 'access', 'quality')",1
"('access', 'quality', 'learning')",1
"('quality', 'learning', 'adopted')",1
"('learning', 'adopted', 'universities')",1
"('adopted', 'universities', 'worldwide')",1
"('universities', 'worldwide', 'references')",1
"('worldwide', 'references', 'e')",1
"('references', 'e', 'learning')",1
"('e', 'learning', 'electronic')",1
"('learning', 'electronic', 'learning')",1
"('electronic', 'learning', 'essay')",1
"('learning', 'essay', 'looks')",1
"('essay', 'looks', 'specifically')",1
"('looks', 'specifically', 'e')",1
"('specifically', 'e', 'learning')",1
"('e', 'learning', 'learning')",1
"('learning', 'learning', 'environment')",1
"('learning', 'environment', 'relevance')",1
"('environment', 'relevance', 'e')",1
"('relevance', 'e', 'learning')",1
"('e', 'learning', 'meeting')",1
"('learning', 'meeting', 'today')",1
"('meeting', 'today', 'employment')",1
"('today', 'employment', 'skills')",1
"('employment', 'skills', 'identification')",1
"('skills', 'identification', 'skills')",1
"('identification', 'skills', 'sought')",1
"('skills', 'sought', 'employers')",1
"('sought', 'employers', 'investigated')",1
"('employers', 'investigated', 'forgetting')",1
"('investigated', 'forgetting', 'government')",1
"('forgetting', 'government', 'policies')",1
"('government', 'policies', '2033')",1
"('policies', '2033', 'employee')",1
"('2033', 'employee', 'large')",1
"('employee', 'large', 'company')",1
"('large', 'company', 'office')",1
"('company', 'office', 'work')",1
"('office', 'work', 'possible')",1
"('work', 'possible', 'work')",1
"('possible', 'work', 'days')",1
"('work', 'days', 'conducted')",1
"('days', 'conducted', 'home')",1
"('conducted', 'home', 'seen')",1
"('home', 'seen', 'covid')",1
"('seen', 'covid', 'pandemic')",1
"('covid', 'pandemic', 'lot')",1
"('pandemic', 'lot', 'companies')",1
"('lot', 'companies', 'moved')",1
"('companies', 'moved', 'work')",1
"('moved', 'work', 'online')",1
"('work', 'online', 'found')",1
"('online', 'found', 'better')",1
"('found', 'better', 'response')",1
"('better', 'response', 'employees')",1
"('response', 'employees', 'm')",1
"('employees', 'm', 'wondering')",1
"('m', 'wondering', 'life')",1
"('wondering', 'life', '2033')",1
"('life', '2033', 'clues')",1
"('2033', 'clues', 'look')",1
"('clues', 'look', 'like')",1
"('look', 'like', 'work')",1
"('like', 'work', 'big')",1
"('work', 'big', 'company')",1
"('big', 'company', 'probably')",1
"('company', 'probably', 'work')",1
"('probably', 'work', 'home')",1
"('work', 'home', 'maybe')",1
"('home', 'maybe', 'days')",1
"('maybe', 'days', 'office')",1
"('days', 'office', 'max')",1
"('office', 'max', 'prepared')",1
"('max', 'prepared', 'schedule')",1
"('prepared', 'schedule', 'dealing')",1
"('schedule', 'dealing', 's')",1
"('dealing', 's', 'power')",1
"('s', 'power', 'wind')",1
"('power', 'wind', 'power')",1
"('wind', 'power', 'hydro')",1
"('power', 'hydro', 'power')",1
"('hydro', 'power', 'geothermal')",1
"('power', 'geothermal', 'energy')",1
"('geothermal', 'energy', 'forms')",1
"('energy', 'forms', 'renewable')",1
"('forms', 'renewable', 'energy')",1
"('renewable', 'energy', 'essay')",1
"('energy', 'essay', 'solar')",1
"('essay', 'solar', 'power')",1
"('solar', 'power', 'argued')",1
"('power', 'argued', 'ideal')",1
"('argued', 'ideal', 'main')",1
"('ideal', 'main', 'source')",1
"('main', 'source', 'energy')",1
"('source', 'energy', 'clean')",1
"('energy', 'clean', 'abundant')",1
"('clean', 'abundant', 'cost')",1
"('abundant', 'cost', 'effective')",1
"('cost', 'effective', 'produce')",1
"('effective', 'produce', 'pollution')",1
"('produce', 'pollution', 'like')",1
"('pollution', 'like', 'fossil')",1
"('like', 'fossil', 'fuels')",1
"('fossil', 'fuels', 'cause')",1
"('fuels', 'cause', 'damage')",1
"('cause', 'damage', 'essay')",1
"('damage', 'essay', 'outline')",1
"('essay', 'outline', 'key')",1
"('outline', 'key', 'events')",1
"('key', 'events', 'developments')",1
"('events', 'developments', 'led')",1
"('developments', 'led', 'emergence')",1
"('led', 'emergence', 'evolution')",1
"('emergence', 'evolution', 'feminism')",1
"('evolution', 'feminism', 'japan')",1
"('feminism', 'japan', 'meiji')",1
"('japan', 'meiji', 'period')",1
"('meiji', 'period', '1868')",1
"('period', '1868', '1912')",1
"('1868', '1912', 'japan')",1
"('1912', 'japan', 'underwent')",1
"('japan', 'underwent', 'period')",1
"('underwent', 'period', 'rapid')",1
"('period', 'rapid', 'modernization')",1
"('rapid', 'modernization', 'driven')",1
"('modernization', 'driven', 'government')",1
"('driven', 'government', 'desire')",1
"('government', 'desire', 'establish')",1
"('desire', 'establish', 'modern')",1
"('establish', 'modern', 'western')",1
"('modern', 'western', 'style')",1
"('western', 'style', 'state')",1
"('style', 'state', 'process')",1
"('state', 'process', 'brought')",1
"('process', 'brought', 'significant')",1
"('brought', 'significant', 'changes')",1
"('significant', 'changes', 'roles')",1
"('changes', 'roles', 'rated')",1
"('roles', 'rated', '4')",1
"('rated', '4', 'bit')",1
"('4', 'bit', 'hesitant')",1
"('bit', 'hesitant', 'join')",1
"('hesitant', 'join', 'learning')",1
"('join', 'learning', 'english')",1
"('learning', 'english', 'chance')",1
"('english', 'chance', 'improve')",1
"('chance', 'improve', 'leadership')",1
"('improve', 'leadership', 'skills')",1
"('leadership', 'skills', 'good')",1
"('skills', 'good', 'pass')",1
"('good', 'pass', 'course')",1
"('pass', 'course', 'turned')",1
"('course', 'turned', 'organised')",1
"('turned', 'organised', 'mix')",1
"('organised', 'mix', 'interactive')",1
"('mix', 'interactive', 'exercises')",1
"('interactive', 'exercises', 'group')",1
"('exercises', 'group', 'discussions')",1
"('group', 'discussions', 'guest')",1
"('discussions', 'guest', 'lectures')",1
"('guest', 'lectures', 'truly')",1
"('lectures', 'truly', 'inspiring')",1
"('truly', 'inspiring', 'leaders')",1
"('inspiring', 'leaders', 'enjoyed')",1
"('leaders', 'enjoyed', 'role')",1
"('enjoyed', 'role', 'playing')",1
"('role', 'playing', 'activities')",1
"('playing', 'activities', 'gave')",1
"('activities', 'gave', 'chance')",1
"('gave', 'chance', 'practice')",1
"('chance', 'practice', 'communication')",1
"('practice', 'communication', 'skills')",1
"('communication', 'skills', 'supportive')",1
"('skills', 'supportive', 'low')",1
"('supportive', 'low', 'pressure')",1
"('low', 'pressure', 'setting')",1
"('pressure', 'setting', 'things')",1
"('setting', 'things', 'found')",1
"('things', 'found', 'valuable')",1
"('found', 'valuable', 'diversity')",1
"('valuable', 'diversity', 'participants')",1
"('diversity', 'participants', 'came')",1
"('participants', 'came', 'different')",1
"('came', 'different', 'backgrounds')",1
"('different', 'backgrounds', 'cultures')",1
"('backgrounds', 'cultures', 'expected')",1
"('cultures', 'expected', 'little')",1
"('expected', 'little', 'bit')",1
"('little', 'bit', 'flowing')",1
"('bit', 'flowing', 'maybe')",1
"('flowing', 'maybe', 'error')",1
"('maybe', 'error', 'eager')",1
"('error', 'eager', 'start')",1
"('eager', 'start', 'business')",1
"('start', 'business', 'savings')",1
"('business', 'savings', 'exciting')",1
"('savings', 'exciting', 'little')",1
