StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent Radio,Age,English Level,LLM Familiarity,Occupation,Occupation_17_TEXT,Q4,RateBA13,RateBA13why,RateBA13rewrite,RateEF14,RateEF14why,RateEF14rewrite,RateBA14,RateBA14why,RateBA14rewrite,ChoiceBA13,ChoiceBA13why,ChoiceBA13rewrite,ChoiceEF14,ChoiceEF14why,ChoiceEF14rewrite,ChoiceBA14,ChoiceBA14why,ChoiceBA14rewrite
2025-03-25 11:27:27,2025-03-25 14:03:04,IP Address,100,9337,True,2025-03-25 14:03:06,R_2D6oWJmximX6d8O,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Fluent (C1/C2),Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-25 15:23:20,2025-03-25 15:49:05,IP Address,100,1544,True,2025-03-25 15:49:06,R_82KVXcfDy0zJ2Fm,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-25 15:47:25,2025-03-25 16:04:30,IP Address,100,1024,True,2025-03-25 16:04:31,R_8E9PGqDfnVqCYbL,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Woman,,,,,,,,,,,,,,,,,,
2025-03-25 16:17:21,2025-03-25 16:32:12,IP Address,100,891,True,2025-03-25 16:32:13,R_2cGn1SD9AMXprjz,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Fluent (C1/C2),Yes,Student,,Woman,2 - Likely AI,the tone is quite robotic and terms used are very artificial ,"""The debate surrounding the prohibition of smoking in public places is a conflicting issue, raising various concerns from different stakeholders. While some argue that it invades personal freedom, others argue that it is a necessary measure to safeguard public health. This essay will dive further into the debate, weighing the arguments for and against a smoking ban in public places, before presenting a reasonable conclusion. Pros of a...""",4 - Definitely human,Its more personal,,4 - Definitely human,It’s presented in a way showing someone who has knowledge on the topic has written it,,"1) ""Presidential Reconstruction, the first phase of the Reconstruction period, aimed to resolve these issues by reintegrating the Southern states into the Union and enabling African Americans to rebuild their lives. However, the limitations of Presidential Reconstruction, coupled with the lack of commitment to a lasting solution for the former slaves, ultimately culminated in its failure. Body...""",more technical terms and formal writing ,"Presidential Reconstruction, the first phase of the Reconstruction period, aimed to resolve these issues by reintegrating the Southern states into the Union and enabling African Americans to rebuild their lives. However, the limitations of Presidential Reconstruction, along with the lack of commitment to a lasting solution for the former slaves, ultimately resulted in its failure. Body...""","2) ""Morie title: In the running Setting: Modern day London Characters: Marshall MacKay, Peggy Harmon (girlfriend), Hank Whitman (Peggy's boyfriend) storyline: Marshall and Peggy were engaged to get married, but on the day they planned to do it, Marshall ran away, because he felt he wasn't good enough for his bride-to-be. Eight years later, Marshall realises he...""","More robotic, and justified briefly","Marshall and Peggy were engaged to get married, but on the day they planned to do it, Marshall ran away, because he felt he wasn't good enough for his bride-to-be. Eight years later, Marshall realises he...""","2) ""An Examination of the Impact of Rousseau's Social Contract on Individual Freedom Introduction Jean-Jacques Rousseau's Social Contract is a philosophical treatise that seeks to address the problem of governance and the role of the state in society. Rousseau presents an argument that individuals willingly concede a portion of their natural freedom to establish a social contract,...""",less personalised and no use of pronouns,"An Examination of the Impact of Rousseau's Social Contract on Individual Freedom Introduction Jean-Jacques Rousseau's Social Contract is a philosophical treatise that seeks to address the problem of governance and the role of the state in society. He presents an argument that individuals willingly acknowledge a portion of their natural freedom to establish a social contract,.."
2025-03-25 16:27:19,2025-03-25 16:38:44,IP Address,100,684,True,2025-03-25 16:38:44,R_8AjFWN7QF0lk3Yd,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Woman,,,,,,,,,,,,,,,,,,
2025-03-25 16:03:35,2025-03-25 17:17:42,IP Address,100,4447,True,2025-03-25 17:17:43,R_2fW8LyjBflDx8e5,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-25 17:29:44,2025-03-25 17:47:55,IP Address,100,1090,True,2025-03-25 17:47:56,R_8qjHWGKCsUwADw4,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-25 18:31:10,2025-03-25 19:03:18,IP Address,100,1928,True,2025-03-25 19:03:18,R_2sLQa0FwOW0n2kF,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,No,Student,,Woman,,,,,,,,,,,,,,,,,,
2025-03-25 12:00:20,2025-03-25 19:31:50,IP Address,100,27089,True,2025-03-25 19:31:50,R_2X5Kw4Fck7mrvuF,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-25 19:18:13,2025-03-25 20:00:48,IP Address,100,2555,True,2025-03-25 20:00:49,R_8WJds7hsSYMO3SI,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-25 19:55:54,2025-03-25 20:13:50,IP Address,100,1075,True,2025-03-25 20:13:50,R_8FtFNSF5BlCm3oE,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Woman,,,,,,,,,,,,,,,,,,
2025-03-25 22:35:49,2025-03-25 22:50:40,IP Address,100,890,True,2025-03-25 22:50:40,R_8OriQB4hUAhjPsj,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,2 - Likely AI,"The wording ""contentious issue, eliciting a myriad"" wouldn't flow very well in a natural language oral sentence, hence leaning towards AI generated.","The issue of banning smoking in public places leads to a lot of debate and differing opinions. Some people see it as an unfair restriction on personal freedom, while others believe it’s essential for protecting public health. This essay will explore both sides of the argument, looking at the reasons for and against banning smoking in public areas.",4 - Definitely human,The flow of the sentences works when read and would also work if orally spoken. The layout of information is chronological and also relevant words are used - nothing too unnecessary complicated. ,,3 - Likely human,"The sentence is balanced and doesn't jump to any conclusions; the initial point is made, and evaluation follows. This aligns with typical human thinking; hence, the thought it is more human-like.",,"1) ""Presidential Reconstruction, the first phase of the Reconstruction period, aimed to resolve these issues by reintegrating the Southern states into the Union and enabling African Americans to rebuild their lives. However, the limitations of Presidential Reconstruction, coupled with the lack of commitment to a lasting solution for the former slaves, ultimately culminated in its failure. Body...""","The second text sounds more human, due to the use of meaningful words that explain the concept fairly quickly. Text 1 contains a lot of overly complicated words and uses more words in order to explain the same concept.","Presidential Reconstruction was the first step in trying to bring the Southern states back into the Union. But it fell short. Its limited approach and lack of real commitment to long-term change meant it didn’t live up to its goals—and in the end, it failed.","2) ""Morie title: In the running Setting: Modern day London Characters: Marshall MacKay, Peggy Harmon (girlfriend), Hank Whitman (Peggy's boyfriend) storyline: Marshall and Peggy were engaged to get married, but on the day they planned to do it, Marshall ran away, because he felt he wasn't good enough for his bride-to-be. Eight years later, Marshall realises he...""","Text 1 sounds more human-like because it flows like a natural story introduction, with descriptive language and a gentle buildup of intrigue. It feels like someone is casually telling a story or summarising a film plot. In contrast, Text 2 reads more like a rough draft or bullet point summary—it’s choppy, with inconsistent formatting (e.g. “Morie title”) and lacks the emotional tone or smooth transitions.","In the movie, Marshall and Peggy were engaged to get married, but on the day of the wedding Marshall ran away because he didn't feel good enough for the bride. The story follows the realisation Marshall had eight years later.","2) ""An Examination of the Impact of Rousseau's Social Contract on Individual Freedom Introduction Jean-Jacques Rousseau's Social Contract is a philosophical treatise that seeks to address the problem of governance and the role of the state in society. Rousseau presents an argument that individuals willingly concede a portion of their natural freedom to establish a social contract,...""","Text 1 sounds more human-like because it has a conversational tone and feels like someone is actively thinking through Rousseau’s ideas, even using phrases like “huge significance” and “more importantly,” which mirror natural speech patterns.","Jean-Jacques Rousseau’s Social Contract is a powerful piece of political philosophy that tackles big questions about how society should be governed and what role the state should play. In it, Rousseau argues that people choose to give up some of their natural freedom in order to live under a shared agreement—a social contract—that benefits everyone as a whole."
2025-03-26 08:17:06,2025-03-26 08:31:35,IP Address,100,868,True,2025-03-26 08:31:35,R_8LBstTyJLwQs5IR,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Fluent (C1/C2),Yes,Information Technology (IT) and Software Development,,Man,,,,,,,,,,,,,,,,,,
2025-03-26 13:37:40,2025-03-26 14:31:34,IP Address,100,3233,True,2025-03-26 14:31:34,R_3gnImmcOVIfpDVn,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",55 to 64,Fluent (C1/C2),Yes,Other (specify in the text box below),Human Resources,Woman,,,,,,,,,,,,,,,,,,
2025-03-26 14:43:19,2025-03-26 14:55:15,IP Address,100,715,True,2025-03-26 14:55:16,R_2gSCuJoZXCjs8I3,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Woman,,,,,,,,,,,,,,,,,,
2025-03-26 00:30:22,2025-03-26 22:00:27,IP Address,100,77405,True,2025-03-26 22:00:28,R_8kzEicqoVh0UfJp,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-26 16:32:57,2025-03-27 10:05:26,IP Address,100,63148,True,2025-03-27 10:05:26,R_8RWp0La3Sr6myQx,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",55 to 64,Fluent (C1/C2),Yes,"Science, Research, and Engineering",,Man,,,,,,,,,,,,,,,,,,
2025-03-27 08:26:11,2025-03-27 11:17:22,IP Address,100,10270,True,2025-03-27 11:17:22,R_8w6LDWL9G3T8TLh,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-28 10:07:45,2025-03-28 10:49:07,IP Address,100,2481,True,2025-03-28 10:49:07,R_81HPZeKlzGQZ2ww,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Education/Academia,,Man,,,,,,,,,,,,,,,,,,
2025-03-28 10:31:07,2025-03-28 11:09:57,IP Address,100,2329,True,2025-03-28 11:09:57,R_8OUIlxyTHd8adw8,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-28 11:02:31,2025-03-28 11:30:49,IP Address,100,1697,True,2025-03-28 11:30:49,R_8jTcgodI9aVrl02,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Woman,,,,,,,,,,,,,,,,,,
2025-03-28 14:53:16,2025-03-28 15:03:31,IP Address,100,614,True,2025-03-28 15:03:32,R_2IgQRTW5Ub40PbU,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Woman,,,,,,,,,,,,,,,,,,
