StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent Radio,Age,English Level,LLM Familiarity,Occupation,Occupation_17_TEXT,Q4,RateBA1,RateBA1why,RateBA1rewrite,RateEF2,RateEF2why,RateEF2rewrite,RateBA2,RateBA2why,RateBA2rewrite,ChoiceBA1,ChoiceBA1why,ChoiceBA1rewrite,ChoiceEF2,ChoiceEF2why,ChoiceEF2rewrite,ChoiceBA2,ChoiceBA2why,ChoiceBA2rewrite
2025-03-25 17:29:44,2025-03-25 17:47:55,IP Address,100,1090,True,2025-03-25 17:47:56,R_8qjHWGKCsUwADw4,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,4 - Definitely human,"Personal style - placement of punctuation, structure of sentences - hard to say exactly. Use of I in ""The script I have chosen"" to me suggests human.",,4 - Definitely human,"Short, imperfect sentences. ""I strongly felt that it was not a good idea"" isn't something a typical LLM would write - slightly clumsy wording that could only come about through simian hands.",,3 - Likely human,"Short sentences, potential minor grammar issues. I believe it should read ""Whilst the poems..."", not ""While the poems..."" - either reminiscent of American English speaker or ESL writer, though I'm not totally 100% on this one. Have seen While occasionally in American English so an LLM trained this way may take after this writing style.","The Iliad and the Odyssey are the two epic poems attributed to the ancient Greek poet Homer, considered to be among the most enduring and influential pieces of literature in the Western canon. Whilst the poems are filled with human characters and stories, the gods play a significant role in shaping the course of events and the experiences of the mortals. This essay will explore the contribution of the role of the gods to the Iliad and the Odyssey, examining how they function within the...

HARD TO SAY - I amended the above to how I (a human) would write it, some of these changes lower the personal aspect of the text (eg removal of ""we will explore..."". Difficult thing to do.","2) ""The Victorian era was marked by the strict social norms and rigid class structures. The women of the time were subjected to various forms of oppression, and the notion of women's madness was one of them. The societal expectations of women were centered around domesticity and domesticity alone. Women were expected to be obedient, docile, and...""",Less human because of apparent oversimplification and repetitive sentence structure.,"The Victorian era was marked by the strict social norms and rigid class structures. Woman of this period were subjected to various forms of oppression such as [x]. The notion of women's madness [explain] was an entrenched belief. The societal expectations of women were centered around domesticity and domesticity alone. Women were expected to be obedient, docile, and","2) ""One way of doing this is to choose renewable energy sources. There are several options available. Three popular ones are wind, solar and hydroelectric energy. In my opinion, hydroelectric energy is more environmentally friendly than the other two options. First of all, hydroelectric power plants produce no pollution. As a result, the air and water around...""","Less personality - ""I'm a firm believer..."" vs ""In my opinion""","One way of doing this is to choose renewable energy sources. There are several options available - most prominent are wind, solar and hydroelectric energy. In my opinion, hydroelectric energy is more environmentally friendly than the other two options. Firstly, hydroelectric power plants produce no pollution. As a result, the air and water around...","2) ""Humans have the ability to recollect past experiences, events, and encounters, which is known as memory. It is a complex and multifaceted phenomenon that plays a significant role in shaping an individual's understanding of the world. While memories can be influenced by various factors such as sensory information, attention, and emotions, it is essential to acknowledge...""","More detached, clinical structure and tone. No citation ","As humans, we have the ability to recollect past experiences, events, and encounters - an ability known as memory. Memory is a complex phenomenon that plays a significant role in shaping an individual's understanding of the world. While memories can be influenced by various factors such as sensory information, attention, and emotions, it is essential to acknowledge..."
2025-03-25 18:31:10,2025-03-25 19:03:18,IP Address,100,1928,True,2025-03-25 19:03:18,R_2sLQa0FwOW0n2kF,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,No,Student,,Woman,,,,,,,,,,,,,,,,,,
2025-03-25 12:00:20,2025-03-25 19:31:50,IP Address,100,27089,True,2025-03-25 19:31:50,R_2X5Kw4Fck7mrvuF,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-25 19:18:13,2025-03-25 20:00:48,IP Address,100,2555,True,2025-03-25 20:00:49,R_8WJds7hsSYMO3SI,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-25 19:55:54,2025-03-25 20:13:50,IP Address,100,1075,True,2025-03-25 20:13:50,R_8FtFNSF5BlCm3oE,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Woman,,,,,,,,,,,,,,,,,,
2025-03-25 22:35:49,2025-03-25 22:50:40,IP Address,100,890,True,2025-03-25 22:50:40,R_8OriQB4hUAhjPsj,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-26 08:17:06,2025-03-26 08:31:35,IP Address,100,868,True,2025-03-26 08:31:35,R_8LBstTyJLwQs5IR,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Fluent (C1/C2),Yes,Information Technology (IT) and Software Development,,Man,,,,,,,,,,,,,,,,,,
2025-03-26 13:37:40,2025-03-26 14:31:34,IP Address,100,3233,True,2025-03-26 14:31:34,R_3gnImmcOVIfpDVn,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",55 to 64,Fluent (C1/C2),Yes,Other (specify in the text box below),Human Resources,Woman,,,,,,,,,,,,,,,,,,
2025-03-26 14:43:19,2025-03-26 14:55:15,IP Address,100,715,True,2025-03-26 14:55:16,R_2gSCuJoZXCjs8I3,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Woman,,,,,,,,,,,,,,,,,,
2025-03-26 00:30:22,2025-03-26 22:00:27,IP Address,100,77405,True,2025-03-26 22:00:28,R_8kzEicqoVh0UfJp,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-26 16:32:57,2025-03-27 10:05:26,IP Address,100,63148,True,2025-03-27 10:05:26,R_8RWp0La3Sr6myQx,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",55 to 64,Fluent (C1/C2),Yes,"Science, Research, and Engineering",,Man,,,,,,,,,,,,,,,,,,
2025-03-27 08:26:11,2025-03-27 11:17:22,IP Address,100,10270,True,2025-03-27 11:17:22,R_8w6LDWL9G3T8TLh,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,,,,,,,,,,,,,,,,,,
2025-03-28 10:07:45,2025-03-28 10:49:07,IP Address,100,2481,True,2025-03-28 10:49:07,R_81HPZeKlzGQZ2ww,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Education/Academia,,Man,,,,,,,,,,,,,,,,,,
2025-03-28 10:31:07,2025-03-28 11:09:57,IP Address,100,2329,True,2025-03-28 11:09:57,R_8OUIlxyTHd8adw8,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Man,2 - Likely AI,"It didn't specify which episode from Season 10, also said ""have chosen"" instead of ""chose"".","""The purpose of this study is to analyse the concept of pragmatics in real life scenarios. Pragmatics is how we communicate with interpretation of our mannerisms. As an example, let's look at a Season 10 Episode from Friends ""The One Where Ross is Fine"". During this essay, I will show how Ross's words can be interpreted as pragmatic based on his interactions during the conversation..."" (Note the use of "" instead of ' for the episode title. It makes it seem more humane.)",3 - Likely human,"It sounds more human because of the unnecessary ""there"" about the recent terrorist attacks, Also, AI wouldn't of added ""So I tried to talk him out of it."". Also they're missing a comma after friend. It should be ""Recently, my friend, Jack..."". The language is also simplistic. AI would've tried to have used more comprehensive words unless explicitly told not to, such as ""upset"" instead of ""not very happy"".","Just swap ""that place"" for the actual destination, or ""there"". Also get rid of ""on my phone"" - seems overly specified and a bit AI like.",3 - Likely human,"Sounds more human-like due to the unnecessary ""the"" for ""the two epic poems"", however sounds less human due to saying ""most enduring and influential"", and also saying ""the gods play a significant role in shaping the course of events and the experiences of the mortals"" ","Swap ""While the poems are filled with human characters and stories, the gods play a significant role in shaping the course of events and experiences of the mortals."" with ""The poems are filled with human characters and stories, with the gods playing a significant role in their lives and events.""","2) ""The Victorian era was marked by the strict social norms and rigid class structures. The women of the time were subjected to various forms of oppression, and the notion of women's madness was one of them. The societal expectations of women were centered around domesticity and domesticity alone. Women were expected to be obedient, docile, and...""","It sounds less human like for Text 2 because it starts every sentence with ""The"", which the majority of humans are taught from a young age is an improper way to write; where as with AI - it likes to state facts and it doesn't expand or give more detail on each individual sentence. However, I believe both Texts 1 and 2 are AI; though 1 is more advanced.","""Women during the Victorian era were severely oppressed. Social norms and rigid structures were solidified, leaving women with very few opportunities except to be domestic house wives. They were expected to be obedient, polite and kind...""","2) ""One way of doing this is to choose renewable energy sources. There are several options available. Three popular ones are wind, solar and hydroelectric energy. In my opinion, hydroelectric energy is more environmentally friendly than the other two options. First of all, hydroelectric power plants produce no pollution. As a result, the air and water around...""","It sounds less human like because of it giving several options on how to complete renewable energy sources, and is staying neutral in opinion, whereas the first option is more opinionated and gives reasons for their opinion. Also, Humans wouldn't say ""doing this"", without providing previous context.","""There are several options to be greener and prevent climate change. One such option is via renewable energy. The most popular are Wind, Solar, Hydroelectric and Nuclear. Hydroelectricity is the most green of the four, and produces the least greenhouse gas, as the plants themselves produce no pollution. As a result...""","2) ""Humans have the ability to recollect past experiences, events, and encounters, which is known as memory. It is a complex and multifaceted phenomenon that plays a significant role in shaping an individual's understanding of the world. While memories can be influenced by various factors such as sensory information, attention, and emotions, it is essential to acknowledge...""","Text 2 sounds less human because it doesn't recognise the accomplishments of previous scientists, and is just stating the factual side of it, while going overly in-depth into unnecessary areas. Also, the 1st text contains a source, where as AI rarely shares their sources and even if they do, doesn't put it within the paragraph of the text.","""Our species has memories, which is where we remember our past. It helps shape our experience of the world, with several factors at play. These memories can be influenced by sensory information, such as touch and smell, our attention, or how we are feeling at the time with our emotions. It is essential to acknowledge..."""
2025-03-28 11:02:31,2025-03-28 11:30:49,IP Address,100,1697,True,2025-03-28 11:30:49,R_8jTcgodI9aVrl02,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Woman,,,,,,,,,,,,,,,,,,
2025-03-28 14:53:16,2025-03-28 15:03:31,IP Address,100,614,True,2025-03-28 15:03:32,R_2IgQRTW5Ub40PbU,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Native speaker,Yes,Student,,Woman,,,,,,,,,,,,,,,,,,
