n-gram,count
"('extremely', 'chaotic', 'unnatural', 'starting')",1
"('chaotic', 'unnatural', 'starting', 'quote')",1
"('unnatural', 'starting', 'quote', 'human')",1
"('starting', 'quote', 'human', 'like')",1
"('quote', 'human', 'like', 'odd')",1
"('human', 'like', 'odd', 'errors')",1
"('like', 'odd', 'errors', 'human')",1
"('odd', 'errors', 'human', 'maybe')",1
"('errors', 'human', 'maybe', 'usage')",1
"('human', 'maybe', 'usage', 'personal')",1
"('maybe', 'usage', 'personal', 'language')",1
"('usage', 'personal', 'language', 'atypical')",1
"('personal', 'language', 'atypical', 'llm')",1
"('language', 'atypical', 'llm', 'suggestion')",1
"('atypical', 'llm', 'suggestion', 'helping')",1
"('llm', 'suggestion', 'helping', 'friend')",1
"('suggestion', 'helping', 'friend', 'immediately')",1
"('helping', 'friend', 'immediately', 'suggest')",1
"('friend', 'immediately', 'suggest', 'written')",1
"('immediately', 'suggest', 'written', 'human')",1
"('suggest', 'written', 'human', 'llms')",1
"('written', 'human', 'llms', 'typically')",1
"('human', 'llms', 'typically', 'claim')",1
"('llms', 'typically', 'claim', 'friends')",1
"('typically', 'claim', 'friends', 'occasion')",1
"('claim', 'friends', 'occasion', 'refers')",1
"('friends', 'occasion', 'refers', 'beliefs')",1
"('occasion', 'refers', 'beliefs', 'concept')",1
"('refers', 'beliefs', 'concept', 'generally')",1
"('beliefs', 'concept', 'generally', 'favouring')",1
"('concept', 'generally', 'favouring', 'author')",1
"('generally', 'favouring', 'author', 'human')",1
"('favouring', 'author', 'human', 'overuses')",1
"('author', 'human', 'overuses', 'conjunctions')",1
"('human', 'overuses', 'conjunctions', 'suggesting')",1
"('overuses', 'conjunctions', 'suggesting', 'human')",1
"('conjunctions', 'suggesting', 'human', 'limited')",1
"('suggesting', 'human', 'limited', 'vocabulary')",1
"('human', 'limited', 'vocabulary', 'wrote')",1
"('limited', 'vocabulary', 'wrote', 'written')",1
"('vocabulary', 'wrote', 'written', 'hard')",1
"('wrote', 'written', 'hard', 'critique')",1
"('written', 'hard', 'critique', 'vocabulary')",1
"('hard', 'critique', 'vocabulary', 'punctuation')",1
"('critique', 'vocabulary', 'punctuation', 'grammar')",1
"('vocabulary', 'punctuation', 'grammar', 'superior')",1
"('punctuation', 'grammar', 'superior', 'structure')",1
"('grammar', 'superior', 'structure', 'raises')",1
"('superior', 'structure', 'raises', 'eyebrows')",1
"('structure', 'raises', 'eyebrows', 'possibility')",1
"('raises', 'eyebrows', 'possibility', 'llm')",1
"('eyebrows', 'possibility', 'llm', 'involvement')",1
"('possibility', 'llm', 'involvement', 'llms')",1
"('llm', 'involvement', 'llms', 'frequently')",1
"('involvement', 'llms', 'frequently', 'short')",1
"('llms', 'frequently', 'short', 'summaries')",1
"('frequently', 'short', 'summaries', 'topics')",1
"('short', 'summaries', 'topics', 'entering')",1
"('summaries', 'topics', 'entering', 'body')",1
"('topics', 'entering', 'body', 'reads')",1
"('entering', 'body', 'reads', 'matter')",1
"('body', 'reads', 'matter', 'factly')",1
"('reads', 'matter', 'factly', 'whilst')",1
"('matter', 'factly', 'whilst', 'remaining')",1
"('factly', 'whilst', 'remaining', 'non')",1
"('whilst', 'remaining', 'non', 'committed')",1
"('remaining', 'non', 'committed', 'arguments')",1
"('non', 'committed', 'arguments', 'explores')",1
"('committed', 'arguments', 'explores', 'decentralisation')",1
"('arguments', 'explores', 'decentralisation', 'seen')",1
"('explores', 'decentralisation', 'seen', 'usage')",1
"('decentralisation', 'seen', 'usage', 'kind')",1
"('seen', 'usage', 'kind', 'language')",1
"('usage', 'kind', 'language', 'like')",1
"('kind', 'language', 'like', 'large')",1
"('language', 'like', 'large', 'compression')",1
"('like', 'large', 'compression', 'summary')",1
"('large', 'compression', 'summary', 'argument')",1
"('compression', 'summary', 'argument', 'typical')",1
"('summary', 'argument', 'typical', 'llm')",1
"('argument', 'typical', 'llm', 'responses')",1
"('typical', 'llm', 'responses', 'tries')",1
"('llm', 'responses', 'tries', 'hardest')",1
"('responses', 'tries', 'hardest', 'remain')",1
"('tries', 'hardest', 'remain', 'unbiased')",1
"('hardest', 'remain', 'unbiased', 'reporting')",1
"('remain', 'unbiased', 'reporting', 'facts')",1
"('unbiased', 'reporting', 'facts', 'likely')",1
"('reporting', 'facts', 'likely', 'human')",1
"('facts', 'likely', 'human', 'able')",1
"('likely', 'human', 'able', 'piece')",1
"('human', 'able', 'piece', 'obviously')",1
"('able', 'piece', 'obviously', 'personal')",1
"('piece', 'obviously', 'personal', 'sentence')",1
"('obviously', 'personal', 'sentence', 'glaring')",1
"('personal', 'sentence', 'glaring', 'grammar')",1
"('sentence', 'glaring', 'grammar', 'issue')",1
"('glaring', 'grammar', 'issue', 'llms')",1
"('grammar', 'issue', 'llms', 'accidentally')",1
"('issue', 'llms', 'accidentally', 'sunny')",1
"('llms', 'accidentally', 'sunny', 'day')",1
"('accidentally', 'sunny', 'day', 'description')",1
"('sunny', 'day', 'description', 'waiver')",1
"('day', 'description', 'waiver', 'unusual')",1
"('description', 'waiver', 'unusual', 'suggests')",1
"('waiver', 'unusual', 'suggests', 'word')",1
"('unusual', 'suggests', 'word', 'new')",1
"('suggests', 'word', 'new', 'author')",1
"('word', 'new', 'author', 'piece')",1
"('new', 'author', 'piece', 'likely')",1
"('author', 'piece', 'likely', 'written')",1
"('piece', 'likely', 'written', 'child')",1
"('likely', 'written', 'child', 'writing')",1
"('written', 'child', 'writing', 'imaginative')",1
"('child', 'writing', 'imaginative', 'piece')",1
"('writing', 'imaginative', 'piece', 'work')",1
"('imaginative', 'piece', 'work', 'sounds')",1
"('piece', 'work', 'sounds', 'likely')",1
"('work', 'sounds', 'likely', 'ai')",1
"('sounds', 'likely', 'ai', 'generated')",1
"('likely', 'ai', 'generated', 'llms')",1
"('ai', 'generated', 'llms', 'love')",1
"('generated', 'llms', 'love', 'use')",1
"('llms', 'love', 'use', 'comparative')",1
"('love', 'use', 'comparative', 'language')",1
"('use', 'comparative', 'language', 'tends')",1
"('comparative', 'language', 'tends', 'repeat')",1
"('language', 'tends', 'repeat', 'like')",1
"('tends', 'repeat', 'like', 'compare')",1
"('repeat', 'like', 'compare', 'similarities')",1
"('like', 'compare', 'similarities', 'differences')",1
"('compare', 'similarities', 'differences', 'second')",1
"('similarities', 'differences', 'second', 'party')",1
"('differences', 'second', 'party', 'quote')",1
"('second', 'party', 'quote', 'particularly')",1
"('party', 'quote', 'particularly', 'necessary')",1
"('quote', 'particularly', 'necessary', 'high')",1
"('particularly', 'necessary', 'high', 'reliance')",1
"('necessary', 'high', 'reliance', 'words')",1
"('high', 'reliance', 'words', 'llm')",1
"('reliance', 'words', 'llm', 'continually')",1
"('words', 'llm', 'continually', 'bring')",1
"('llm', 'continually', 'bring', 'contrasting')",1
"('continually', 'bring', 'contrasting', 'points')",1
"('bring', 'contrasting', 'points', 'order')",1
"('contrasting', 'points', 'order', 'remain')",1
"('points', 'order', 'remain', 'unbiased')",1
"('order', 'remain', 'unbiased', 'believe')",1
"('remain', 'unbiased', 'believe', 'human')",1
"('unbiased', 'believe', 'human', 'written')",1
"('believe', 'human', 'written', 'piece')",1
"('human', 'written', 'piece', 'difficult')",1
"('written', 'piece', 'difficult', 'read')",1
"('piece', 'difficult', 'read', 'little')",1
"('difficult', 'read', 'little', 'care')",1
"('read', 'little', 'care', 'taken')",1
"('little', 'care', 'taken', 'parse')",1
"('care', 'taken', 'parse', 'reader')",1
"('taken', 'parse', 'reader', 'llms')",1
"('parse', 'reader', 'llms', 'typically')",1
"('reader', 'llms', 'typically', 'produce')",1
"('llms', 'typically', 'produce', 'readable')",1
"('typically', 'produce', 'readable', 'texts')",1
"('produce', 'readable', 'texts', 'point')",1
"('readable', 'texts', 'point', 'consideration')",1
"('texts', 'point', 'consideration', 'llms')",1
"('point', 'consideration', 'llms', 'typically')",1
"('consideration', 'llms', 'typically', 'quote')",1
"('llms', 'typically', 'quote', 'facts')",1
"('typically', 'quote', 'facts', 'figures')",1
"('quote', 'facts', 'figures', 'extent')",1
"('facts', 'figures', 'extent', 'author')",1
"('figures', 'extent', 'author', 'inability')",1
"('extent', 'author', 'inability', 'understand')",1
"('author', 'inability', 'understand', 'consider')",1
"('inability', 'understand', 'consider', 'meaning')",1
"('understand', 'consider', 'meaning', 'data')",1
"('consider', 'meaning', 'data', 'sounds')",1
"('meaning', 'data', 'sounds', 'considerably')",1
"('data', 'sounds', 'considerably', 'human')",1
"('sounds', 'considerably', 'human', 'refusal')",1
"('considerably', 'human', 'refusal', 'introduce')",1
"('human', 'refusal', 'introduce', 'arguments')",1
"('refusal', 'introduce', 'arguments', 'hint')",1
"('introduce', 'arguments', 'hint', 'agreement')",1
"('arguments', 'hint', 'agreement', 'opinion')",1
"('hint', 'agreement', 'opinion', 'clear')",1
"('agreement', 'opinion', 'clear', 'sign')",1
"('opinion', 'clear', 'sign', 'written')",1
"('clear', 'sign', 'written', 'llm')",1
"('sign', 'written', 'llm', 'fact')",1
"('written', 'llm', 'fact', 'points')",1
"('llm', 'fact', 'points', 'brought')",1
"('fact', 'points', 'brought', 'quotes')",1
"('points', 'brought', 'quotes', 'suggests')",1
"('brought', 'quotes', 'suggests', 'author')",1
"('quotes', 'suggests', 'author', 'unwilling')",1
"('suggests', 'author', 'unwilling', 'explore')",1
"('author', 'unwilling', 'explore', 'argument')",1
"('unwilling', 'explore', 'argument', 'especially')",1
"('explore', 'argument', 'especially', 'quote')",1
"('argument', 'especially', 'quote', 'remains')",1
"('especially', 'quote', 'remains', 'debate')",1
"('quote', 'remains', 'debate', 'piece')",1
"('remains', 'debate', 'piece', 'clearly')",1
"('debate', 'piece', 'clearly', 'opinionated')",1
"('piece', 'clearly', 'opinionated', 'human')",1
"('clearly', 'opinionated', 'human', 'language')",1
"('opinionated', 'human', 'language', 'highlighted')",1
"('human', 'language', 'highlighted', 'case')",1
"('language', 'highlighted', 'case', 'type')",1
"('highlighted', 'case', 'type', 'speech')",1
"('case', 'type', 'speech', 'committal')",1
"('type', 'speech', 'committal', 'author')",1
"('speech', 'committal', 'author', 'standing')",1
"('committal', 'author', 'standing', 'words')",1
"('author', 'standing', 'words', 'presenting')",1
"('standing', 'words', 'presenting', 'sides')",1
"('words', 'presenting', 'sides', 'argument')",1
"('presenting', 'sides', 'argument', 'allowing')",1
"('sides', 'argument', 'allowing', 'reader')",1
"('argument', 'allowing', 'reader', 'come')",1
"('allowing', 'reader', 'come', 'conclusions')",1
"('reader', 'come', 'conclusions', 'appears')",1
"('come', 'conclusions', 'appears', 'competently')",1
"('conclusions', 'appears', 'competently', 'written')",1
"('appears', 'competently', 'written', 'littered')",1
"('competently', 'written', 'littered', 'spelling')",1
"('written', 'littered', 'spelling', 'grammar')",1
"('littered', 'spelling', 'grammar', 'punctuation')",1
"('spelling', 'grammar', 'punctuation', 'errors')",1
"('grammar', 'punctuation', 'errors', 'completely')",1
"('punctuation', 'errors', 'completely', 'unexpected')",1
"('errors', 'completely', 'unexpected', 'written')",1
"('completely', 'unexpected', 'written', 'ai')",1
"('unexpected', 'written', 'ai', 'little')",1
"('written', 'ai', 'little', 'content')",1
"('ai', 'little', 'content', 'wise')",1
"('little', 'content', 'wise', 'suggest')",1
"('content', 'wise', 'suggest', 'ai')",1
"('wise', 'suggest', 'ai', 'generated')",1
"('suggest', 'ai', 'generated', 'usage')",1
"('ai', 'generated', 'usage', 'phrase')",1
"('generated', 'usage', 'phrase', 'considered')",1
"('usage', 'phrase', 'considered', 'overused')",1
"('phrase', 'considered', 'overused', 'necessarily')",1
"('considered', 'overused', 'necessarily', 'pointing')",1
"('overused', 'necessarily', 'pointing', 'absolute')",1
"('necessarily', 'pointing', 'absolute', 'non')",1
"('pointing', 'absolute', 'non', 'humanity')",1
"('absolute', 'non', 'humanity', 'sounds')",1
"('non', 'humanity', 'sounds', 'like')",1
"('humanity', 'sounds', 'like', 'tell')",1
"('sounds', 'like', 'tell', 'ai')",1
"('like', 'tell', 'ai', 'style')",1
"('tell', 'ai', 'style', 'reads')",1
"('ai', 'style', 'reads', 'like')",1
"('style', 'reads', 'like', 'old')",1
"('reads', 'like', 'old', 'school')",1
"('like', 'old', 'school', 'website')",1
"('old', 'school', 'website', 'blog')",1
"('school', 'website', 'blog', 'post')",1
"('website', 'blog', 'post', 'piece')",1
"('blog', 'post', 'piece', 'ai')",1
"('post', 'piece', 'ai', 'produce')",1
"('piece', 'ai', 'produce', 'purpose')",1
"('ai', 'produce', 'purpose', 'produxing')",1
"('produce', 'purpose', 'produxing', 'piece')",1
"('purpose', 'produxing', 'piece', 'deceiving')",1
"('produxing', 'piece', 'deceiving', 'reader')",1
"('piece', 'deceiving', 'reader', 'prompted')",1
"('deceiving', 'reader', 'prompted', 'role')",1
"('reader', 'prompted', 'role', 'play')",1
"('prompted', 'role', 'play', 'essay')",1
"('role', 'play', 'essay', 'style')",1
"('play', 'essay', 'style', 'question')",1
"('essay', 'style', 'question', 'way')",1
"('style', 'question', 'way', 'depends')",1
"('question', 'way', 'depends', 'people')",1
"('way', 'depends', 'people', 'taught')",1
"('depends', 'people', 'taught', 'schools')",1
"('people', 'taught', 'schools', 'excessive')",1
"('taught', 'schools', 'excessive', 'use')",1
"('schools', 'excessive', 'use', 'adjectives')",1
"('excessive', 'use', 'adjectives', 'makes')",1
"('use', 'adjectives', 'makes', 'think')",1
"('adjectives', 'makes', 'think', 'slightly')",1
"('makes', 'think', 'slightly', 'leans')",1
"('think', 'slightly', 'leans', 'ai')",1
"('slightly', 'leans', 'ai', 'sounds')",1
"('leans', 'ai', 'sounds', 'like')",1
"('ai', 'sounds', 'like', 'ai')",1
"('sounds', 'like', 'ai', 'fed')",1
"('like', 'ai', 'fed', 'prompt')",1
"('ai', 'fed', 'prompt', 'essay')",1
"('fed', 'prompt', 'essay', 'like')",1
"('prompt', 'essay', 'like', 'answer')",1
"('essay', 'like', 'answer', 'decentralisation')",1
"('like', 'answer', 'decentralisation', 'final')",1
"('answer', 'decentralisation', 'final', 'argument')",1
"('decentralisation', 'final', 'argument', 'slightly')",1
"('final', 'argument', 'slightly', 'ai')",1
"('argument', 'slightly', 'ai', 'perfect')",1
"('slightly', 'ai', 'perfect', 'eerily')",1
"('ai', 'perfect', 'eerily', 'perfect')",1
"('perfect', 'eerily', 'perfect', 'sounds')",1
"('eerily', 'perfect', 'sounds', 'like')",1
"('perfect', 'sounds', 'like', 'ai')",1
"('sounds', 'like', 'ai', 'told')",1
"('like', 'ai', 'told', 'overexplain')",1
"('ai', 'told', 'overexplain', 'waiver')",1
"('told', 'overexplain', 'waiver', 'role')",1
"('overexplain', 'waiver', 'role', 'play')",1
"('waiver', 'role', 'play', 'bit')",1
"('role', 'play', 'bit', 'explanation')",1
"('play', 'bit', 'explanation', 'think')",1
"('bit', 'explanation', 'think', 'particularly')",1
"('explanation', 'think', 'particularly', 'natural')",1
"('think', 'particularly', 'natural', 'write')",1
"('particularly', 'natural', 'write', 'human')",1
"('natural', 'write', 'human', 'slightly')",1
"('write', 'human', 'slightly', 'leaning')",1
"('human', 'slightly', 'leaning', 'ai')",1
"('slightly', 'leaning', 'ai', 'second')",1
"('leaning', 'ai', 'second', 'option')",1
"('ai', 'second', 'option', 'poorly')",1
"('second', 'option', 'poorly', 'written')",1
"('option', 'poorly', 'written', 'ai')",1
"('poorly', 'written', 'ai', 'repeat')",1
"('written', 'ai', 'repeat', 'word')",1
"('ai', 'repeat', 'word', 'elderly')",1
"('repeat', 'word', 'elderly', 'times')",1
"('word', 'elderly', 'times', 'specifically')",1
"('elderly', 'times', 'specifically', 'instructed')",1
"('times', 'specifically', 'instructed', 'option')",1
"('specifically', 'instructed', 'option', 'poor')",1
"('instructed', 'option', 'poor', 'formatting')",1
"('option', 'poor', 'formatting', 'definitely')",1
"('poor', 'formatting', 'definitely', 'clear')",1
"('formatting', 'definitely', 'clear', 'output')",1
"('definitely', 'clear', 'output', 'ai')",1
"('clear', 'output', 'ai', 'ai')",1
"('output', 'ai', 'ai', 'generated')",1
"('ai', 'ai', 'generated', 'ai')",1
"('ai', 'generated', 'ai', 'nt')",1
"('generated', 'ai', 'nt', 'pure')",1
"('ai', 'nt', 'pure', 'ai')",1
"('nt', 'pure', 'ai', 'told')",1
"('pure', 'ai', 'told', 'use')",1
"('ai', 'told', 'use', 'references')",1
"('told', 'use', 'references', 'provided')",1
"('use', 'references', 'provided', 'prompt')",1
"('references', 'provided', 'prompt', 'referencing')",1
"('provided', 'prompt', 'referencing', 'random')",1
"('prompt', 'referencing', 'random', 'use')",1
"('referencing', 'random', 'use', 'second')",1
"('random', 'use', 'second', 'problrms')",1
"('use', 'second', 'problrms', 'sounds')",1
"('second', 'problrms', 'sounds', 'bit')",1
"('problrms', 'sounds', 'bit', 'dry')",1
"('sounds', 'bit', 'dry', 'jump')",1
"('bit', 'dry', 'jump', 'description')",1
"('dry', 'jump', 'description', 'person')",1
"('jump', 'description', 'person', 'second')",1
"('description', 'person', 'second', 'sentence')",1
"('person', 'second', 'sentence', 'sentence')",1
"('second', 'sentence', 'sentence', 'smooth')",1
"('sentence', 'sentence', 'smooth', 'rhythm')",1
"('sentence', 'smooth', 'rhythm', 'flow')",1
"('smooth', 'rhythm', 'flow', 'issue')",1
"('rhythm', 'flow', 'issue', 'sentence')",1
"('flow', 'issue', 'sentence', 'natural')",1
"('issue', 'sentence', 'natural', 'flow')",1
"('sentence', 'natural', 'flow', 'sequence')",1
"('natural', 'flow', 'sequence', 'sentences')",1
"('flow', 'sequence', 'sentences', 'logical')",1
"('sequence', 'sentences', 'logical', 'use')",1
"('sentences', 'logical', 'use', 'adverbs')",1
"('logical', 'use', 'adverbs', 'linking')",1
"('use', 'adverbs', 'linking', 'words')",1
"('adverbs', 'linking', 'words', 'closer')",1
"('linking', 'words', 'closer', 'natural')",1
"('words', 'closer', 'natural', 'way')",1
"('closer', 'natural', 'way', 'writing')",1
"('natural', 'way', 'writing', 'naturally')",1
"('way', 'writing', 'naturally', 'reflects')",1
"('writing', 'naturally', 'reflects', 'storytelling')",1
"('naturally', 'reflects', 'storytelling', 'person')",1
"('reflects', 'storytelling', 'person', 'telling')",1
"('storytelling', 'person', 'telling', 'story')",1
"('person', 'telling', 'story', 'adventure')",1
"('telling', 'story', 'adventure', 'chain')",1
"('story', 'adventure', 'chain', 'thoughts')",1
"('adventure', 'chain', 'thoughts', 'details')",1
"('chain', 'thoughts', 'details', 'naturally')",1
"('thoughts', 'details', 'naturally', 'follows')",1
"('details', 'naturally', 'follows', 'real')",1
"('naturally', 'follows', 'real', 'conversation')",1
"('follows', 'real', 'conversation', 'pattern')",1
"('real', 'conversation', 'pattern', 'sounds')",1
"('conversation', 'pattern', 'sounds', 'human')",1
"('pattern', 'sounds', 'human', 'way')",1
"('sounds', 'human', 'way', 'presents')",1
"('human', 'way', 'presents', 'data')",1
"('way', 'presents', 'data', 'difficult')",1
"('presents', 'data', 'difficult', 'grasp')",1
"('data', 'difficult', 'grasp', 'pulled')",1
"('difficult', 'grasp', 'pulled', 'sources')",1
"('grasp', 'pulled', 'sources', 'consolidated')",1
"('pulled', 'sources', 'consolidated', 'poorly')",1
"('sources', 'consolidated', 'poorly', 'difficult')",1
"('consolidated', 'poorly', 'difficult', 'read')",1
"('poorly', 'difficult', 'read', 'comprehend')",1
"('difficult', 'read', 'comprehend', 'punctuation')",1
"('read', 'comprehend', 'punctuation', 'correct')",1
"('comprehend', 'punctuation', 'correct', 'sounds')",1
"('punctuation', 'correct', 'sounds', 'human')",1
"('correct', 'sounds', 'human', 'dry')",1
"('sounds', 'human', 'dry', 'collection')",1
"('human', 'dry', 'collection', 'statements')",1
"('dry', 'collection', 'statements', 'sound')",1
"('collection', 'statements', 'sound', 'human')",1
"('statements', 'sound', 'human', 'states')",1
"('sound', 'human', 'states', 'facts')",1
"('human', 'states', 'facts', 'slightly')",1
"('states', 'facts', 'slightly', 'colloquial')",1
"('facts', 'slightly', 'colloquial', 'reporting')",1
"('slightly', 'colloquial', 'reporting', 'results')",1
"('colloquial', 'reporting', 'results', 'sounds')",1
"('reporting', 'results', 'sounds', 'clumsy')",1
"('results', 'sounds', 'clumsy', 'flow')",1
"('sounds', 'clumsy', 'flow', 'expect')",1
"('clumsy', 'flow', 'expect', 'human')",1
"('flow', 'expect', 'human', 'writer')",1
"('expect', 'human', 'writer', 'fluent')",1
"('human', 'writer', 'fluent', 'structure')",1
"('writer', 'fluent', 'structure', 'sentences')",1
"('fluent', 'structure', 'sentences', 'sounds')",1
"('structure', 'sentences', 'sounds', 'clumsy')",1
"('sentences', 'sounds', 'clumsy', 'chopped')",1
"('sounds', 'clumsy', 'chopped', 'like')",1
"('clumsy', 'chopped', 'like', 'generated')",1
"('chopped', 'like', 'generated', 'piece')",1
"('like', 'generated', 'piece', 'piece')",1
"('generated', 'piece', 'piece', 'thought')",1
"('piece', 'piece', 'thought', 'human')",1
"('piece', 'thought', 'human', 'likely')",1
"('thought', 'human', 'likely', 'ai')",1
"('human', 'likely', 'ai', 'systematic')",1
"('likely', 'ai', 'systematic', 'analyzation')",1
"('ai', 'systematic', 'analyzation', 'open')",1
"('systematic', 'analyzation', 'open', 'comparison')",1
"('analyzation', 'open', 'comparison', 'leaves')",1
"('open', 'comparison', 'leaves', 'room')",1
"('comparison', 'leaves', 'room', 'thought')",1
"('leaves', 'room', 'thought', 'reader')",1
"('room', 'thought', 'reader', 'option')",1
"('thought', 'reader', 'option', 'sounds')",1
"('reader', 'option', 'sounds', 'posh')",1
"('option', 'sounds', 'posh', 'human')",1
"('sounds', 'posh', 'human', 'sounds')",1
"('posh', 'human', 'sounds', 'wonky')",1
"('human', 'sounds', 'wonky', 'feel')",1
"('sounds', 'wonky', 'feel', 'like')",1
"('wonky', 'feel', 'like', 'certain')",1
"('feel', 'like', 'certain', 'information')",1
"('like', 'certain', 'information', 'obsolete')",1
"('certain', 'information', 'obsolete', 'graduate')",1
"('information', 'obsolete', 'graduate', 'normally')",1
"('obsolete', 'graduate', 'normally', 'means')",1
"('graduate', 'normally', 'means', 'having')",1
"('normally', 'means', 'having', 'industrial')",1
"('means', 'having', 'industrial', 'experience')",1
"('having', 'industrial', 'experience', 'linkedin')",1
"('industrial', 'experience', 'linkedin', 'profiles')",1
"('experience', 'linkedin', 'profiles', 'essence')",1
"('linkedin', 'profiles', 'essence', 'professional')",1
"('profiles', 'essence', 'professional', 'language')",1
"('essence', 'professional', 'language', 'sounds')",1
"('professional', 'language', 'sounds', 'natural')",1
"('language', 'sounds', 'natural', 'logic')",1
"('sounds', 'natural', 'logic', 'flows')",1
"('natural', 'logic', 'flows', 'talks')",1
"('logic', 'flows', 'talks', 'positive')",1
"('flows', 'talks', 'positive', 'aspects')",1
"('talks', 'positive', 'aspects', 'negative')",1
"('positive', 'aspects', 'negative', 'consequences')",1
"('aspects', 'negative', 'consequences', 'decentralisation')",1
"('negative', 'consequences', 'decentralisation', 'subjective')",1
"('consequences', 'decentralisation', 'subjective', 'opinions')",1
"('decentralisation', 'subjective', 'opinions', 'information')",1
"('subjective', 'opinions', 'information', 'spelled')",1
"('opinions', 'information', 'spelled', 'separate')",1
"('information', 'spelled', 'separate', 'sentences')",1
"('spelled', 'separate', 'sentences', 'flow')",1
"('separate', 'sentences', 'flow', 'naturally')",1
"('sentences', 'flow', 'naturally', 'states')",1
"('flow', 'naturally', 'states', 'cold')",1
"('naturally', 'states', 'cold', 'facts')",1
"('states', 'cold', 'facts', 'human')",1
"('cold', 'facts', 'human', 'emotion')",1
"('facts', 'human', 'emotion', 'expressing')",1
"('human', 'emotion', 'expressing', 'willingness')",1
"('emotion', 'expressing', 'willingness', 'saying')",1
"('expressing', 'willingness', 'saying', 'like')",1
"('willingness', 'saying', 'like', 'opinion')",1
"('saying', 'like', 'opinion', 'matter')",1
"('like', 'opinion', 'matter', 'elderly')",1
"('opinion', 'matter', 'elderly', 'grown')",1
"('matter', 'elderly', 'grown', 'references')",1
"('elderly', 'grown', 'references', 'personal')",1
"('grown', 'references', 'personal', 'opinion')",1
"('references', 'personal', 'opinion', 'conveys')",1
"('personal', 'opinion', 'conveys', 'feelings')",1
"('opinion', 'conveys', 'feelings', 'political')",1
"('conveys', 'feelings', 'political', 'power')",1
"('feelings', 'political', 'power', 'uses')",1
"('political', 'power', 'uses', 'referring')",1
"('power', 'uses', 'referring', 'team')",1
"('uses', 'referring', 'team', 'performed')",1
"('referring', 'team', 'performed', 'study')",1
"('team', 'performed', 'study', 'states')",1
"('performed', 'study', 'states', 'cold')",1
"('study', 'states', 'cold', 'facts')",1
"('states', 'cold', 'facts', 'personal')",1
"('cold', 'facts', 'personal', 'style')",1
"('facts', 'personal', 'style', 'placement')",1
"('personal', 'style', 'placement', 'punctuation')",1
"('style', 'placement', 'punctuation', 'structure')",1
"('placement', 'punctuation', 'structure', 'sentences')",1
"('punctuation', 'structure', 'sentences', 'hard')",1
"('structure', 'sentences', 'hard', 'exactly')",1
"('sentences', 'hard', 'exactly', 'use')",1
